frequency,real,img,mag,phase
0.984,0.046739569,-0.073651138,0.087230026,-1.005318023
0.988,0.051898549,-0.048737269,0.071195371,-0.753995414
0.992,0.04420088,-0.024299894,0.05044009,-0.502659245
0.996,0.025388653,-0.00651931,0.026212309,-0.25135001
1,5.52E-07,7.45E-08,5.57E-07,0.134112147
1.004,-0.025727554,-0.006605331,0.026561955,-2.890279159
1.008,-0.045394344,-0.024954369,0.051801226,-2.638961229
1.012,-0.054016949,-0.05072439,0.074099895,-2.387619288
1.016,-0.049300559,-0.077684634,0.092007867,-2.13628659
1.02,-0.032241776,-0.099227774,0.104334478,-1.884962136
1.024,-0.006921701,-0.110002737,0.110220289,-1.633636468
1.028,0.020480364,-0.107265793,0.10920346,-1.38213598
1.032,0.043119614,-0.091634173,0.101272517,-1.130974734
1.036,0.05533973,-0.066895892,0.086819042,-0.879658059
1.04,0.053940256,-0.039190347,0.066674092,-0.62832408
1.044,0.039086826,-0.015476407,0.042039257,-0.377009644
1.048,0.014296082,-0.001804885,0.014409566,-0.125585907
1.052,-0.014390612,-0.001818965,0.014505115,-3.015860021
1.056,-0.039880039,-0.015788451,0.042891639,-2.764626971
1.06,-0.055780302,-0.040525285,0.068947377,-2.513291448
1.064,-0.05800195,-0.070110675,0.090993038,-2.261958186
1.068,-0.045797672,-0.097340967,0.107576441,-2.010556126
1.072,-0.022032833,-0.115491808,0.117574672,-1.759305193
1.076,0.007551106,-0.120030325,0.120267611,-1.507969134
1.08,0.035654246,-0.109735539,0.115382467,-1.256645238
1.084,0.055258906,-0.087076113,0.103129996,-1.005320095
1.088,0.061365404,-0.057627138,0.084181945,-0.753992528
1.092,0.052268766,-0.028735245,0.059646779,-0.502658466
1.096,0.030026197,-0.007710308,0.031000344,-0.251355236
1.1,1.09E-06,6.92E-07,1.29E-06,0.567774441
1.104,-0.030435115,-0.007814555,0.031422341,-2.890260737
1.108,-0.053705903,-0.029525908,0.061287057,-2.638925845
1.112,-0.063926563,-0.060023336,0.08768926,-2.387674452
1.116,-0.058344493,-0.091936754,0.108887311,-2.136280332
1.12,-0.038162197,-0.117447261,0.12349175,-1.884965361
1.124,-0.008193928,-0.130223415,0.13048095,-1.633635566
1.128,0.024228765,-0.127015181,0.129305411,-1.382305905
1.132,0.051061763,-0.108514557,0.119927949,-1.130983248
1.136,0.065545464,-0.079233449,0.102830673,-0.879662025
1.14,0.063900047,-0.046427575,0.078985668,-0.628333621
1.144,0.046312684,-0.018338066,0.049811137,-0.377020556
1.148,0.016941731,-0.002140485,0.017076415,-0.125678009
1.152,-0.017059286,-0.002155994,0.017194987,-3.015876734
1.156,-0.047282184,-0.01872089,0.050853482,-2.764591507
1.16,-0.066148344,-0.048058889,0.081763441,-2.513281004
1.164,-0.068797146,-0.083161069,0.107929656,-2.261949043
1.168,-0.054343287,-0.115483247,0.127630613,-2.010626358
1.172,-0.026144958,-0.137052969,0.13952446,-1.75929686
1.176,0.008963044,-0.142474159,0.142755813,-1.507969161
1.18,0.042350213,-0.130357087,0.137063893,-1.256674335
1.184,0.065625049,-0.103410527,0.122476056,-1.005318386
1.188,0.07289678,-0.0684562,0.10000096,-0.753993661
1.192,0.062103872,-0.034144283,0.070871171,-0.502684387
1.196,0.035688589,-0.009164977,0.036846604,-0.251372229
1.2,4.23E-05,-1.03E-05,4.36E-05,-0.238762322
1.204,-0.036195398,-0.009295328,0.037369907,-2.890215223
1.208,-0.063889627,-0.035126281,0.072909122,-2.638905846
1.212,-0.076064198,-0.071430228,0.10434577,-2.387602092
1.216,-0.069452109,-0.10944452,0.129621365,-2.136260239
1.22,-0.045494239,-0.139836295,0.147050723,-1.885335062
1.224,-0.009759271,-0.155102087,0.155408818,-1.633635083
1.228,0.028870079,-0.151343628,0.154072629,-1.382302437
1.232,0.060866748,-0.129346971,0.142952439,-1.130969028
1.236,0.078157363,-0.094476545,0.122614807,-0.879648662
1.24,0.076223695,-0.055379398,0.094217459,-0.628315457
1.244,0.055265673,-0.021879889,0.059439248,-0.376970183
1.248,0.020224483,-0.002553793,0.020385082,-0.125607557
1.252,-0.020367946,-0.00257158,0.020529643,-3.016000948
1.256,-0.056487382,-0.022363297,0.060753118,-2.764626625
1.26,-0.079059035,-0.057438375,0.097721532,-2.513285517
1.264,-0.082258531,-0.099431163,0.129046589,-2.261958169
1.268,-0.065003262,-0.138135847,0.152666094,-2.010627992
1.272,-0.031287027,-0.164007322,0.166964906,-1.759297516
1.276,0.010730817,-0.170568837,0.170906052,-1.507967186
1.28,0.050703706,-0.156051449,0.164082054,-1.256639865
1.284,0.078636138,-0.12391692,0.146761866,-1.005332263
1.288,0.087390724,-0.082066364,0.119883388,-0.753988391
1.292,0.07449159,-0.040952085,0.085006295,-0.502654691
1.296,0.042825449,-0.010995061,0.044214369,-0.251313274
1.3,1.09E-06,1.22E-06,1.63E-06,0.840901183
1.304,-0.04347709,-0.011162587,0.0448872,-2.890274573
1.308,-0.076783182,-0.042206799,0.087618896,-2.638988957
1.312,-0.091458508,-0.085884134,0.125462119,-2.387616934
1.316,-0.083555772,-0.13166037,0.155935948,-2.136291454
1.32,-0.054698243,-0.168340028,0.177003567,-1.884962318
1.324,-0.011754,-0.186814693,0.187184097,-1.633631464
1.328,0.034789416,-0.182378815,0.185667271,-1.382307137
1.332,0.073387395,-0.155955709,0.172359778,-1.130972258
1.336,0.094291239,-0.1139788,0.147925672,-0.879647113
1.34,0.092011114,-0.066851578,0.113732927,-0.628329846
1.344,0.06675213,-0.026429007,0.071793728,-0.376990722
1.348,0.024444202,-0.003086073,0.02463824,-0.125585266
1.352,-0.02463609,-0.003111371,0.024831785,-3.015964543
1.356,-0.068354853,-0.027063892,0.073517618,-2.764597855
1.36,-0.095730085,-0.069549963,0.118327708,-2.513287902
1.364,-0.099670249,-0.120478109,0.156362186,-2.26195701
1.368,-0.078813738,-0.167479873,0.185097577,-2.010637346
1.372,-0.037960585,-0.198990894,0.202579323,-1.759296936
1.376,0.013026366,-0.207093388,0.207502669,-1.507978162
1.38,0.061602976,-0.189597318,0.199354131,-1.256641485
1.384,0.095611195,-0.150660439,0.178437856,-1.005313565
1.388,0.106329799,-0.099852325,0.145864708,-0.753992218
1.392,0.090701363,-0.049864821,0.103504771,-0.502666038
1.396,0.052184739,-0.013397919,0.053877186,-0.251312223
1.4,1.65E-06,1.43E-07,1.65E-06,0.08644702
1.404,-0.053060573,-0.013622683,0.054781402,-2.890282151
1.408,-0.093779518,-0.051553997,0.107015945,-2.638951991
1.412,-0.111792108,-0.104979129,0.153356099,-2.387613499
1.416,-0.102215687,-0.161065819,0.190762273,-2.136283934
1.42,-0.066973412,-0.206113403,0.216721417,-1.884969229
1.424,-0.014398985,-0.228923852,0.229376243,-1.633612153
1.428,0.042665429,-0.223676316,0.227709098,-1.382314186
1.432,0.090083185,-0.191438499,0.211574288,-1.130977355
1.436,0.115846017,-0.140035879,0.18174253,-0.879653308
1.44,0.113147253,-0.08220712,0.139858183,-0.628323324
1.444,0.082158259,-0.032532117,0.088364689,-0.377026484
1.448,0.030112984,-0.003804394,0.030352351,-0.125671523
1.452,-0.030378802,-0.00383788,0.03062027,-3.015924263
1.456,-0.084373321,-0.033405259,0.090745626,-2.764606683
1.46,-0.118279367,-0.08593324,0.146200309,-2.513283805
1.464,-0.123269104,-0.149008907,0.19338802,-2.261939601
1.468,-0.09757495,-0.207355281,0.229166061,-2.010623095
1.472,-0.047047049,-0.24660209,0.251049827,-1.759312172
1.476,0.016162788,-0.2569268,0.257434683,-1.507970971
1.48,0.076510114,-0.235475262,0.247593208,-1.256638736
1.484,0.118873244,-0.187320556,0.221855445,-1.005324855
1.488,0.132348922,-0.124285246,0.181557317,-0.753987602
1.492,0.113022091,-0.062130197,0.128973464,-0.502626126
1.496,0.0651002,-0.016715759,0.067211997,-0.251339929
1.5,1.27E-06,5.33E-08,1.27E-06,0.041957597
1.504,-0.066349826,-0.017038231,0.06850256,-2.890230025
1.508,-0.117408163,-0.064545605,0.13398064,-2.638938348
1.512,-0.140132888,-0.131590133,0.192232123,-2.387623339
1.516,-0.128289509,-0.202150251,0.239422059,-2.136286738
1.52,-0.084160136,-0.25901176,0.272341734,-1.884962973
1.524,-0.018123533,-0.2880553,0.288624875,-1.633630358
1.528,0.053758314,-0.281824189,0.286905612,-1.382309414
1.532,0.11365545,-0.241531801,0.266936645,-1.130976029
1.536,0.14635877,-0.176919003,0.229611026,-0.879650501
1.54,0.143149617,-0.104008062,0.176944878,-0.628335802
1.544,0.104092132,-0.041212622,0.111953795,-0.37698806
1.548,0.038207247,-0.004826851,0.038510936,-0.12566766
1.552,-0.038600351,-0.004875602,0.038907051,-3.015948245
1.556,-0.107370938,-0.042509483,0.115479758,-2.764615055
1.56,-0.150746534,-0.109522468,0.186332199,-2.513279766
1.564,-0.157349801,-0.190197611,0.246848316,-2.261961233
1.568,-0.124750626,-0.265104392,0.292989859,-2.010625376
1.572,-0.060245654,-0.315808373,0.321503448,-1.759297951
1.576,0.020731558,-0.329554813,0.330206257,-1.507971345
1.58,0.098301032,-0.302545607,0.31811466,-1.256643024
1.584,0.152994205,-0.241085283,0.285533431,-1.005319016
1.588,0.170633515,-0.160237564,0.23407664,-0.753988552
1.592,0.145974453,-0.080251058,0.16657963,-0.502659681
1.596,0.084233077,-0.021627775,0.086965349,-0.251331834
1.6,1.88E-06,3.10E-08,1.88E-06,0.016467451
1.604,-0.086171236,-0.022124162,0.088966064,-2.890274509
1.608,-0.152777678,-0.083989519,0.174342359,-2.638941449
1.612,-0.182703931,-0.171569073,0.250632547,-2.387614308
1.616,-0.167598549,-0.264089297,0.312781761,-2.136289441
1.62,-0.110171794,-0.339065407,0.356515321,-1.88496297
1.624,-0.023777221,-0.377872613,0.378619951,-1.633637382
1.628,0.070675735,-0.370474938,0.37715612,-1.382290713
1.632,0.149734787,-0.31820695,0.351676228,-1.130978598
1.636,0.193247778,-0.233597569,0.30317079,-0.879648326
1.64,0.189438359,-0.137636727,0.23415969,-0.628324414
1.644,0.138071182,-0.054667575,0.148499815,-0.376999426
1.648,0.05079735,-0.006415694,0.051200897,-0.125634576
1.652,-0.05144669,-0.006498237,0.051855463,-3.015947917
1.656,-0.143454232,-0.056795013,0.154288011,-2.764616816
1.66,-0.201916998,-0.146699968,0.24958236,-2.513278396
1.664,-0.211309139,-0.255426275,0.331502843,-2.261951702
1.668,-0.167971172,-0.356949611,0.394496311,-2.010627178
1.672,-0.081336487,-0.426368901,0.434057673,-1.759297022
1.676,0.02806742,-0.446156589,0.447038569,-1.507969771
1.68,0.133458874,-0.410746114,0.431883828,-1.256638446
1.684,0.208313837,-0.328254447,0.388774532,-1.005315665
1.688,0.233016739,-0.218822057,0.319655898,-0.753993124
1.692,0.199950369,-0.10992623,0.22817521,-0.502664751
1.696,0.115737348,-0.029716576,0.119491458,-0.251329644
1.7,2.88E-06,-4.82E-08,2.88E-06,-0.01672682
1.704,-0.11916411,-0.030595911,0.123029244,-2.890267068
1.708,-0.211978369,-0.116535397,0.241899417,-2.638940356
1.712,-0.254369697,-0.238865439,0.348942174,-2.387617951
1.716,-0.234159929,-0.368971401,0.437002022,-2.136289877
1.72,-0.15446604,-0.475444218,0.499906953,-1.884926768
1.724,-0.033461116,-0.531804212,0.532855858,-1.633633482
1.728,0.099839814,-0.523392378,0.532829775,-1.3823056
1.732,0.212356452,-0.451289518,0.498755944,-1.130981113
1.736,0.275167468,-0.332624377,0.431689832,-0.879651919
1.74,0.270852806,-0.196790507,0.334795081,-0.628329224
1.744,0.198242101,-0.078462614,0.21320486,-0.376873431
1.748,0.073254774,-0.009254506,0.073837035,-0.12566741
1.752,-0.074521456,-0.009413495,0.075113656,-3.015938911
1.756,-0.208751202,-0.082651765,0.224518103,-2.764596082
1.76,-0.295215145,-0.214483154,0.364904104,-2.513281227
1.764,-0.310453148,-0.375268069,0.487039301,-2.261953674
1.768,-0.248021292,-0.52706136,0.582501707,-2.01062713
1.772,-0.120721863,-0.6328227,0.644234691,-1.759298712
1.776,0.041879741,-0.665727625,0.667043614,-1.507970894
1.78,0.200232584,-0.616268688,0.647981623,-1.256644769
1.784,0.314319033,-0.49529853,0.586614941,-1.005319684
1.788,0.353658866,-0.33211129,0.485152041,-0.753987509
1.792,0.305309302,-0.167846946,0.348405464,-0.502659195
1.796,0.177829446,-0.045658926,0.18359752,-0.251327858
1.8,4.29E-06,-4.09E-07,4.31E-06,-0.0950001
1.804,-0.185514113,-0.047631765,0.191531385,-2.890266066
1.808,-0.332298989,-0.182680595,0.379202872,-2.638943191
1.812,-0.40161504,-0.377136385,0.550932386,-2.387617351
1.816,-0.372457965,-0.586892697,0.695102851,-2.136288511
1.82,-0.247617654,-0.7620731,0.801292651,-1.884961639
1.824,-0.054065526,-0.859266319,0.860965555,-1.633634059
1.828,0.162658488,-0.852712447,0.868087726,-1.382306551
1.832,0.348806985,-0.741714398,0.819638067,-1.131213259
1.836,0.456255625,-0.551523804,0.715784676,-0.879650836
1.84,0.453309484,-0.329351953,0.560323297,-0.628323346
1.844,0.335027133,-0.132650819,0.360332374,-0.377001938
1.848,0.125060711,-0.015799298,0.126054747,-0.125667296
1.852,-0.128574206,-0.016242406,0.129596073,-3.015931193
1.856,-0.364165016,-0.144180029,0.391668278,-2.764608896
1.86,-0.520983562,-0.37851232,0.643968516,-2.513279643
1.864,-0.554536351,-0.670310462,0.869957861,-2.261953185
1.868,-0.448663245,-0.953444335,1.053733746,-2.010624791
1.872,-0.22130378,-1.160075408,1.180995477,-1.759298174
1.876,0.077852843,-1.237548052,1.239994454,-1.507970173
1.88,0.377725918,-1.162542606,1.222367449,-1.256642564
1.884,0.602183148,-0.948899276,1.123848024,-1.005314641
1.888,0.688683471,-0.646725075,0.944742423,-0.753988602
1.892,0.604861797,-0.33253469,0.690244242,-0.502666382
1.896,0.358788234,-0.092123721,0.37042648,-0.251334106
1.9,7.96E-06,-2.05E-07,7.97E-06,-0.025709926
1.904,-0.389516495,-0.100005563,0.40214949,-2.890277946
1.908,-0.713122804,-0.392036596,0.813779348,-2.638944272
1.912,-0.882200873,-0.8284329,1.210198103,-2.387615755
1.916,-0.838806148,-1.321730152,1.565428487,-2.136288769
1.92,-0.572757388,-1.762731443,1.853448992,-1.884961351
1.924,-0.12870286,-2.045483892,2.049528917,-1.633633985
1.928,0.399396727,-2.093777914,2.131530834,-1.382306653
1.932,0.886093121,-1.883075505,2.08113776,-1.130979855
1.936,1.201509135,-1.45239249,1.884958394,-0.87965184
1.94,1.242170814,-0.902501036,1.535414098,-0.628324386
1.944,0.958957901,-0.379687152,1.031388671,-0.376999105
1.948,0.375580656,-0.04744773,0.378565867,-0.125665958
1.952,-0.407259532,-0.051447949,0.410496307,-3.015931109
1.956,-1.224272341,-0.484714643,1.316734996,-2.764607937
1.96,-1.872946152,-1.360757581,2.315078505,-2.513280221
1.964,-2.151613359,-2.600822926,3.375458479,-2.261952535
1.968,-1.900670432,-4.039069831,4.46392576,-2.010625063
1.972,-1.038878647,-5.445831829,5.544037622,-1.759297319
1.976,0.413023056,-6.565420835,6.578399409,-1.507970271
1.98,2.326923475,-7.161674912,7.530216491,-1.256642841
1.984,4.482119982,-7.062777473,8.364940237,-1.00531519
1.988,6.598407934,-6.196397135,9.051758101,-0.753988651
1.992,8.381819554,-4.608005119,9.564967862,-0.502660397
1.996,9.574571793,-2.458391141,9.885146029,-0.251333187
2,10.00000402,-4.68E-05,10.00000402,-4.68E-06
2.004,9.593777105,2.463206063,9.904945394,0.251321816
2.008,8.415482225,4.626388422,9.60332291,0.50264916
2.012,6.638209937,6.233622146,9.106254786,0.75397648
2.016,4.518217181,7.119481204,8.432158627,1.00530394
2.02,2.350405141,7.233662593,7.605937079,1.256631348
2.024,0.418088692,6.644722625,6.657862789,1.507958751
2.028,-1.053474714,5.522676812,5.622256499,1.759286255
2.032,-1.931302436,4.104285876,4.535977475,2.010613733
2.036,-2.190697124,2.648131654,3.436823409,2.261940455
2.04,-1.91080874,1.388300919,2.36189955,2.513268263
2.044,-1.251542918,0.495530686,1.346072189,2.764594772
2.048,-0.417199726,0.052707617,0.420515998,3.015921787
2.052,0.385446771,0.048691686,0.388510094,0.125659709
2.056,0.986182971,0.390451732,1.060664607,0.376986098
2.06,1.280020674,0.929976592,1.582185004,0.628311953
2.064,1.240612951,1.499626015,1.94627816,0.879640235
2.068,0.916781185,1.948229587,2.153157278,1.130967502
2.072,0.414073534,2.170582748,2.209725403,1.382295109
2.076,-0.13366782,2.12478392,2.128984216,1.633622436
2.08,-0.596136992,1.834754246,1.929171443,1.884950268
2.084,-0.874814677,1.378505119,1.632659512,2.136277174
2.088,-0.921934138,0.86576296,1.264716592,2.387605127
2.092,-0.746746892,0.410533519,0.852155321,2.63893172
2.096,-0.408708576,0.104941193,0.421966058,2.890259122
2.1,-9.05E-06,3.88E-07,9.06E-06,3.098747669
2.104,0.377957513,0.097040521,0.390216279,0.25132127
2.108,0.638478868,0.350999636,0.728598662,0.502646295
2.112,0.728425838,0.684029809,0.99925021,0.753976705
2.116,0.6382203,1.005663382,1.191085215,1.00530475
2.12,0.40114724,1.234579281,1.298115984,1.256631116
2.124,0.082859918,1.316884265,1.319488512,1.507957982
2.128,-0.235953041,1.236944715,1.259248215,1.759286594
2.132,-0.479346474,1.018676927,1.125822244,2.010614073
2.136,-0.593650835,0.717631915,0.931352178,2.26192527
2.14,-0.558873149,0.406051333,0.690808861,2.513266836
2.144,-0.391445176,0.154987697,0.421011297,2.764593611
2.148,-0.138492836,0.017496459,0.139593666,3.015923651
2.152,0.134959471,0.017049252,0.136032113,0.125663018
2.156,0.362299359,0.143444176,0.389662748,0.37699043
2.16,0.491208249,0.35688105,0.607165239,0.628315022
2.164,0.495407208,0.598840381,0.777198883,0.879642611
2.168,0.379687668,0.806866553,0.891737831,1.130968192
2.172,0.177345127,0.929637847,0.946402568,1.382293271
2.176,-0.059051844,0.938686582,0.940542194,1.633622545
2.18,-0.271044201,0.834201563,0.877130097,1.884950911
2.184,-0.408532436,0.64375216,0.762440552,2.136277348
2.188,-0.441412983,0.41451883,0.605533882,2.387605062
2.192,-0.365975402,0.20119838,0.417634748,2.638934263
2.196,-0.204735098,0.052566971,0.211375842,2.890265552
2.2,-3.68E-06,2.09E-07,3.68E-06,3.084907664
2.204,0.197040255,0.050589028,0.203430853,0.251316409
2.208,0.338993062,0.186360613,0.386841795,0.502649387
2.212,0.393480302,0.369498256,0.539773758,0.753976373
2.216,0.35043064,0.552185312,0.653995606,1.005305536
2.22,0.223698379,0.688461318,0.723892223,1.256632152
2.224,0.046892281,0.74524423,0.746718051,1.507957138
2.228,-0.135408331,0.709861603,0.722660994,1.759285073
2.232,-0.278776833,0.592440265,0.654753381,2.010613225
2.236,-0.349672438,0.422693425,0.548580482,2.261932701
2.24,-0.333195356,0.24208364,0.411853899,2.513268143
2.244,-0.236094749,0.093479422,0.253927417,2.764590923
2.248,-0.084461625,0.01067175,0.085133145,3.015908379
2.252,0.083182224,0.01050604,0.083843064,0.125636273
2.256,0.225588419,0.089316821,0.242626522,0.376991299
2.26,0.30885246,0.224391408,0.38176085,0.62831209
2.264,0.314423908,0.380069279,0.493269754,0.879640856
2.268,0.24315813,0.516729676,0.571082685,1.130967649
2.272,0.114561432,0.600529576,0.611359218,1.382293877
2.276,-0.038465768,0.611448491,0.612657222,1.633622787
2.28,-0.177977063,0.547769775,0.575957951,1.884948779
2.284,-0.270346215,0.425991268,0.504535069,2.136289591
2.288,-0.294286963,0.276357269,0.403705532,2.387604249
2.292,-0.245757431,0.135107829,0.280447571,2.638933024
2.296,-0.138442853,0.03554722,0.142933651,2.890257536
2.3,-2.90E-06,2.62E-07,2.92E-06,3.051675872
2.304,0.135013692,0.034666941,0.139393307,0.251336565
2.308,0.233743108,0.128499926,0.266735958,0.502650111
2.312,0.272971063,0.256333884,0.37445996,0.753976384
2.316,0.244545267,0.385337142,0.456384816,1.00530432
2.32,0.157000714,0.483187871,0.508054862,1.256630589
2.324,0.033093601,0.525943891,0.526984025,1.507956869
2.328,-0.096078776,0.503673419,0.512755345,1.759287926
2.332,-0.198837623,0.422557218,0.467002144,2.010614047
2.336,-0.250669518,0.303010734,0.393256548,2.261941299
2.34,-0.240034518,0.174397445,0.29670025,2.513268233
2.344,-0.170897838,0.067663785,0.183805492,2.764598783
2.348,-0.061422321,0.007759029,0.061910452,3.015935585
2.352,0.06076234,0.007676589,0.061245342,0.125672133
2.356,0.165522692,0.065533838,0.178023722,0.376984684
2.36,0.227585257,0.165347505,0.281309166,0.628310298
2.364,0.232659742,0.281233559,0.364997083,0.879639382
2.368,0.180657596,0.383910813,0.424293152,1.130967214
2.372,0.085452653,0.447937645,0.456015669,1.382292201
2.376,-0.028802609,0.457840863,0.458745949,1.633623183
2.38,-0.133768358,0.411702701,0.432889232,1.88495129
2.384,-0.203932753,0.32135141,0.380598603,2.136276233
2.388,-0.222791292,0.20921451,0.305625049,2.387611463
2.392,-0.186701356,0.102640293,0.213054984,2.638936375
2.396,-0.10553215,0.027095865,0.108955131,2.890266893
2.4,-1.41E-06,3.23E-07,1.45E-06,2.916231973
2.404,0.103595762,0.026597055,0.106955529,0.251310966
2.408,0.179922318,0.098910422,0.205317588,0.50264326
2.412,0.210768004,0.197922382,0.289130456,0.753977326
2.416,0.189391613,0.298429873,0.353453776,1.005304259
2.42,0.121953814,0.37532284,0.394639033,1.256627347
2.424,0.025780056,0.409715224,0.410525488,1.50795728
2.428,-0.075058548,0.393480657,0.400575602,1.759287222
2.432,-0.155770042,0.331023543,0.365842715,2.010624705
2.436,-0.19690332,0.238012096,0.308902371,2.261953171
2.44,-0.189045667,0.137311157,0.233650633,2.513407636
2.444,-0.134945638,0.053451885,0.145146234,2.764453388
2.448,-0.04862582,0.006146456,0.049012746,3.015856344
2.452,0.048227266,0.006095053,0.048610892,0.125715396
2.456,0.131683735,0.052140425,0.141630611,0.377011774
2.46,0.181496402,0.131864311,0.224341571,0.628316572
2.464,0.185975975,0.224806437,0.291761885,0.879646165
2.468,0.144740126,0.307584521,0.339938144,1.130968465
2.472,0.068616835,0.359691725,0.366178108,1.382295486
2.476,-0.023177142,0.368459061,0.369187296,1.633616455
2.48,-0.107885553,0.332044708,0.349131752,1.884949292
2.484,-0.164824471,0.259726406,0.307611625,2.136274994
2.488,-0.180443005,0.169450696,0.247534273,2.387600299
2.492,-0.151521461,0.083302987,0.172910789,2.638920804
2.496,-0.085820353,0.022036198,0.088604328,2.890251288
2.5,-9.89E-07,5.11E-08,9.91E-07,3.089975513
2.504,0.084574871,0.021712813,0.087317553,0.251301645
2.508,0.147169234,0.080903809,0.16794109,0.502638324
2.512,0.17272115,0.16219396,0.236937706,0.753976098
2.516,0.155486892,0.245006601,0.290179958,1.005306812
2.52,0.100299583,0.308688253,0.32457425,1.256635042
2.524,0.021239811,0.33757519,0.338242721,1.507960401
2.528,-0.061949561,0.324762051,0.330617812,1.759285606
2.532,-0.128782725,0.273682811,0.302468628,2.01061143
2.536,-0.163076495,0.197120028,0.255832462,2.261960643
2.54,-0.156823528,0.113940751,0.193845593,2.513266659
2.544,-0.112125763,0.044395818,0.120595089,2.764585433
2.548,-0.040466056,0.005112985,0.040787796,3.015906255
2.552,0.040197424,0.005077195,0.040516797,0.125641167
2.556,0.109931432,0.043524148,0.118233968,0.376984947
2.56,0.151743659,0.110247827,0.187565246,0.628316832
2.564,0.155722963,0.188235743,0.244299685,0.879643379
2.568,0.121373258,0.257928965,0.285059325,1.130969862
2.572,0.057622982,0.302061892,0.307509016,1.382295676
2.576,-0.01949338,0.309864805,0.310477357,1.633622839
2.58,-0.090856769,0.279634856,0.294024838,1.884948787
2.584,-0.139000819,0.219034184,0.259417041,2.136274864
2.588,-0.152379084,0.143095803,0.20903539,2.387602333
2.592,-0.128128481,0.07044007,0.146214607,2.638932789
2.596,-0.072665946,0.018657836,0.075023027,2.890260176
2.6,-1.71E-06,2.65E-07,1.73E-06,2.987671372
2.604,0.071797057,0.018433664,0.074125687,0.251318429
2.608,0.125086341,0.068765428,0.142741994,0.502646413
2.612,0.146994041,0.138037605,0.201647287,0.753985899
2.616,0.132493114,0.208773143,0.247266355,1.005304019
2.62,0.085568092,0.263347353,0.27690021,1.256632423
2.624,0.018141443,0.288333082,0.288903233,1.507960802
2.628,-0.052973509,0.277714727,0.282721882,1.759280043
2.632,-0.110254286,0.234305984,0.258950385,2.010613214
2.636,-0.139765536,0.168951242,0.219269074,2.261935863
2.64,-0.134565806,0.097770323,0.166333977,2.513261757
2.644,-0.096317993,0.038137656,0.103593613,2.764577613
2.648,-0.034799154,0.004394929,0.035075583,3.015963644
2.652,0.03460708,0.004370817,0.034882001,0.125633165
2.656,0.094739867,0.037507602,0.10189437,0.37696772
2.66,0.130910974,0.095112317,0.16181482,0.628318166
2.664,0.134483005,0.162561537,0.210978511,0.879644459
2.668,0.104925829,0.222975801,0.246429783,1.130968282
2.672,0.049864337,0.261390623,0.266104321,1.382295567
2.676,-0.016885757,0.268411939,0.268942555,1.633623391
2.68,-0.078778312,0.242463882,0.254940692,1.884944479
2.684,-0.120639854,0.190100516,0.22514924,2.136276997
2.688,-0.132377719,0.124311646,0.181596382,2.38760763
2.692,-0.111416046,0.061252217,0.127143105,2.638932818
2.696,-0.063245867,0.016239272,0.065297424,2.890257925
2.7,-1.28E-06,5.73E-08,1.28E-06,3.096699104
2.704,0.062605211,0.016073856,0.064635759,0.251320971
2.708,0.109171262,0.060017693,0.124581251,0.502656821
2.712,0.128399749,0.120574748,0.176138484,0.75397958
2.716,0.115831844,0.182521899,0.216174142,1.005309945
2.72,0.07487479,0.230438405,0.242297529,1.256633869
2.724,0.015887977,0.252517559,0.253016887,1.507960848
2.728,-0.046434434,0.243423928,0.247813166,1.759287272
2.732,-0.096723109,0.20554583,0.227166124,2.010621622
2.736,-0.122712493,0.148331976,0.192511638,2.261953156
2.74,-0.118240473,0.085908441,0.146154267,2.513264665
2.744,-0.084702045,0.033536952,0.091099745,2.764590925
2.748,-0.030625246,0.003868964,0.030868667,3.015925858
2.752,0.030479567,0.003850117,0.030721774,0.12565249
2.756,0.083508984,0.033062484,0.089815802,0.376980128
2.76,0.115481737,0.083901496,0.14274275,0.628313448
2.764,0.118721939,0.143509343,0.186252061,0.879643108
2.768,0.092698881,0.196991839,0.217712809,1.130966882
2.772,0.044085352,0.23110255,0.23526986,1.382300005
2.776,-0.014940957,0.237479312,0.237948851,1.633628286
2.78,-0.069750799,0.214677515,0.225724632,1.884946518
2.784,-0.106891352,0.16843727,0.199491542,2.136273736
2.788,-0.11737455,0.110222967,0.161015178,2.387606215
2.792,-0.098857513,0.054349225,0.112812438,2.638923477
2.796,-0.056155562,0.014419262,0.057977257,2.890249137
2.8,-5.79E-06,1.27E-06,5.93E-06,2.925245448
2.804,0.055661804,0.014291558,0.057467252,0.251328009
2.808,0.097127703,0.053396052,0.110837399,0.502652023
2.812,0.114311956,0.107345714,0.156813027,0.753980576
2.816,0.103191473,0.162601621,0.192581846,1.005303744
2.82,0.066747063,0.20542359,0.215995421,1.256633131
2.824,0.014172932,0.22525066,0.225696105,1.507958452
2.828,-0.041446882,0.217275018,0.221192851,1.759289471
2.832,-0.086385807,0.18357885,0.202888397,2.01062
2.836,-0.109666329,0.132564667,0.17204678,2.261943568
2.84,-0.105737147,0.076821241,0.130697541,2.513282128
2.844,-0.075789766,0.03000628,0.081513591,2.764613071
2.848,-0.027418785,0.0034643,0.027636771,3.01591093
2.852,0.027304024,0.00344965,0.02752108,0.125676301
2.856,0.074855742,0.02963721,0.080509294,0.376987937
2.86,0.103575905,0.075251707,0.128026511,0.628314788
2.864,0.106542977,0.128782817,0.167141916,0.879624894
