frequency,real,img,mag,phase
2.868,0.083237313,0.176883925,0.195490085,1.130963837
2.872,0.039608851,0.207628251,0.211372542,1.382293128
2.876,-0.013429752,0.213479221,0.21390123,1.633622478
2.88,-0.062737217,0.193087069,0.203023581,1.884952902
2.884,-0.096195555,0.151583771,0.179530567,2.13627157
2.888,-0.105686397,0.099244856,0.144979847,2.387616837
2.892,-0.089063315,0.048964578,0.101635643,2.63892398
2.896,-0.050617593,0.012996644,0.052259482,2.89026051
2.9,-1.23E-06,-2.54E-07,1.26E-06,-2.937701563
2.904,0.050224713,0.012894723,0.051853599,0.251312621
2.908,0.087684045,0.048204814,0.100060961,0.502655721
2.912,0.103252477,0.096960805,0.141642055,0.753983653
2.916,0.093255122,0.146941463,0.174035374,1.005293958
2.92,0.06035024,0.185734754,0.195293498,1.256630436
2.924,0.012821589,0.203759308,0.20416231,1.507954015
2.928,-0.037510695,0.196643147,0.20018886,1.759287018
2.932,-0.078220463,0.166231004,0.183714963,2.010609893
2.936,-0.099347618,0.120093556,0.15586023,2.261934789
2.94,-0.095841323,0.069612957,0.11845473,2.513409631
2.944,-0.068725135,0.027209563,0.073915523,2.764609619
2.948,-0.024876141,0.003143148,0.025073926,3.015906787
2.952,0.024783166,0.003130299,0.024980074,0.125642158
2.956,0.067972572,0.026911722,0.073106165,0.376984459
2.96,0.094094835,0.068362777,0.116306953,0.62831072
2.964,0.096834135,0.117050192,0.151913123,0.87963684
2.968,0.075686426,0.160838711,0.17775693,1.130965853
2.972,0.036031904,0.188876691,0.192282871,1.382291835
2.976,-0.012221886,0.19428305,0.194667096,1.633621169
2.98,-0.057120099,0.175802713,0.184849397,1.884947024
2.984,-0.087617767,0.138072067,0.16352605,2.136254964
2.988,-0.096307558,0.090440481,0.132115958,2.387601232
2.992,-0.081191198,0.044636148,0.092652018,2.638929233
2.996,-0.046164609,0.011852836,0.047661944,2.890269734
3,-8.60E-07,1.03E-07,8.66E-07,3.022080457
3.004,0.045844414,0.011769843,0.047331169,0.251306908
3.008,0.080072179,0.044019779,0.091374476,0.502652199
3.012,0.094324532,0.088576204,0.129394209,0.753979831
3.016,0.085226365,0.134291684,0.159052789,1.005297594
3.02,0.055175504,0.169810241,0.178549305,1.256632734
3.024,0.011726028,0.186365105,0.18673364,1.507959508
3.028,-0.034322011,0.179927215,0.183171513,1.759286841
3.032,-0.071598036,0.15215665,0.168160414,2.010611502
3.036,-0.090973105,0.109968695,0.142720775,2.261941791
3.04,-0.087789152,0.063782306,0.108513215,2.513275962
3.044,-0.062977603,0.024936426,0.067734805,2.764576429
3.048,-0.022805093,0.00288032,0.022986268,3.01595627
3.052,0.022829994,0.002971293,0.023022537,0.129421165
3.056,0.062362844,0.024686866,0.067071348,0.376931087
3.06,0.086354611,0.062740784,0.106740455,0.628322223
3.064,0.088901515,0.107463287,0.139469844,0.879645105
3.068,0.069511889,0.147716601,0.163254699,1.13096375
3.072,0.033103398,0.173528136,0.176657434,1.382294452
3.076,-0.011233033,0.178559268,0.17891225,1.633622803
3.08,-0.052513642,0.161631154,0.16994797,1.884935986
3.084,-0.080586542,0.12698637,0.150398567,2.136274814
3.088,-0.088605459,0.083207231,0.121549869,2.387603425
3.092,-0.074724037,0.041079348,0.0852713,2.638943367
3.096,-0.042502175,0.010913411,0.043880946,2.890249631
3.1,-2.69E-07,2.27E-07,3.52E-07,2.440314084
3.104,0.042236814,0.010844797,0.043606858,0.251332433
3.108,0.073794407,0.040567775,0.084210206,0.502643969
3.112,0.086956751,0.081659332,0.119288403,0.753991446
3.116,0.078593502,0.123848285,0.14668107,1.005326973
3.12,0.050899494,0.156650438,0.164712228,1.25663313
3.124,0.010820559,0.17197694,0.172317011,1.507960495
3.128,-0.031675235,0.166081653,0.169075238,1.759253919
3.132,-0.066112876,0.140498851,0.155276655,2.010614255
3.136,-0.084030407,0.101575593,0.131828337,2.261945355
3.14,-0.081112074,0.058928776,0.100258512,2.513295066
3.144,-0.05820856,0.023046837,0.062605057,2.764595033
3.148,-0.021083783,0.002662498,0.02125123,3.015975784
3.152,0.021019114,0.002653778,0.021185979,0.125590974
3.156,0.057687921,0.022840023,0.062044846,0.376987507
3.16,0.079910256,0.058058188,0.098774502,0.62831844
3.164,0.082291741,0.099472709,0.129099769,0.879641411
3.168,0.064359771,0.136771151,0.151157295,1.130972439
3.172,0.030660584,0.160720441,0.163618861,1.382291644
