frequency,real,img,mag,phase,,,,
2,0.500000015,-1.30728E-06,0.500000015,-2.61E-06,,,,
2.005,0.496563367,0.039079375,0.49809876,0.078537795,,,,
2.01,0.489056369,0.077457814,0.495152345,0.157077428,,,,
2.015,0.477604049,0.11466162,0.491175035,0.235617534,,,,
2.02,0.462389826,0.150238528,0.486185115,0.314157243,,,,
2.025,0.443651672,0.183765579,0.480204742,0.392697233,,,,
2.03,0.421678049,0.214854691,0.473259881,0.471237003,,,,
2.035,0.396802177,0.243159794,0.465380117,0.54977708,,,,
2.04,0.369396697,0.268381341,0.4565988,0.628316637,,,,
2.045,0.339865717,0.290271571,0.446952224,0.706856352,,,,
2.05,0.308638691,0.308637597,0.436480249,0.785396391,,,,
2.055,0.276162539,0.323343472,0.425225527,0.86393597,,,,
2.06,0.242893288,0.334312482,0.413233572,0.942475736,,,,
2.065,0.209288642,0.341526721,0.400552415,1.021015914,,,,
2.07,0.175800426,0.345026143,0.387232268,1.09955553,,,,
2.075,0.142866221,0.344907769,0.373325764,1.1780954,,,,
2.08,0.110902892,0.341321786,0.358887187,1.256635151,,,,
2.085,0.080299366,0.334468172,0.343972304,1.335175005,,,,
2.09,0.051411019,0.324592247,0.328638433,1.413714718,,,,
2.095,0.024553868,0.311979173,0.312943919,1.49225468,,,,
2.1,5.06881E-07,0.29694742,0.29694742,1.57079462,,,,
2.105,-0.022023671,0.279843365,0.280708659,1.64933444,,,,
2.11,-0.041343203,0.261033566,0.264287311,1.727874268,,,,
2.115,-0.057834022,0.240897936,0.247742991,1.80641399,,,,
2.12,-0.071424324,0.219822695,0.231135137,1.88495395,,,,
2.125,-0.082093665,0.198193016,0.214522356,1.963492951,,,,
2.13,-0.089872855,0.176386323,0.197962787,2.042033132,,,,
2.135,-0.094840254,0.154765017,0.181512766,2.120575648,,,,
2.14,-0.09711842,0.133672327,0.165227959,2.199113826,,,,
2.145,-0.096872914,0.113423994,0.149162206,2.277652997,,,,
2.15,-0.094304637,0.094304942,0.133367113,2.356192875,,,,
2.155,-0.089646104,0.076565314,0.117892626,2.434732318,,,,
2.16,-0.083155756,0.060416325,0.102786245,2.513273085,,,,
2.165,-0.075111662,0.046028705,0.088093152,2.591811816,,,,
2.17,-0.065797631,0.033536808,0.073851511,2.670218142,,,,
2.175,-0.055537562,0.023004507,0.06011346,2.748892098,,,,
2.18,-0.044607314,0.014493881,0.046902932,2.827431645,,,,
2.185,-0.033310956,0.007997411,0.03425753,2.905968721,,,,
2.19,-0.021934504,0.003474271,0.02220795,2.984504691,,,,
2.195,-0.01074792,0.000845849,0.010781152,3.063055665,,,,
2.2,-1.58785E-07,2.37025E-08,1.60545E-07,2.993412873,,,,
2.205,0.010083589,0.000793459,0.010114759,0.078526325,,,,
2.21,0.019306377,0.00305778,0.019547026,0.157077117,,,,
2.215,0.027502155,0.006602561,0.028283606,0.235615255,,,,
2.22,0.034537541,0.011222168,0.036314994,0.314165561,,,,
2.225,0.040313816,0.016698404,0.043635312,0.392696427,,,,
2.23,0.044766101,0.022809405,0.050242142,0.471237785,,,,
2.235,0.047864197,0.029331095,0.056136392,0.54977686,,,,
2.24,0.049611101,0.036044528,0.061322666,0.628317917,,,,
2.245,0.050040927,0.042738951,0.065808147,0.706857902,,,,
2.25,0.04921773,0.049217517,0.069604231,0.785396007,,,,
2.255,0.047230949,0.055300309,0.072724732,0.863937738,,,,
2.26,0.044193576,0.060827075,0.07518647,0.942476514,,,,
2.265,0.040237353,0.065661079,0.077009233,1.021015486,,,,
2.27,0.035509101,0.069690226,0.07821524,1.099555637,,,,
2.275,0.030166802,0.072828778,0.078829353,1.178095671,,,,
2.28,0.024374999,0.075018255,0.078878889,1.256635971,,,,
2.285,0.018300484,0.076226631,0.078392646,1.33517577,,,,
2.29,0.012108656,0.076448785,0.077401785,1.413712129,,,,
2.295,0.005958298,0.075705104,0.075939213,1.492254187,,,,
2.3,1.06334E-07,0.074038825,0.074038825,1.570794891,,,,
2.305,-0.005628288,0.071515126,0.071736259,1.649335106,,,,
2.31,-0.010804511,0.068217504,0.069067832,1.727874809,,,,
2.315,-0.015423778,0.064244996,0.066070511,1.806414578,,,,
2.32,-0.019400717,0.059709446,0.062782209,1.884954717,,,,
2.325,-0.022670287,0.054731142,0.059240525,1.963493933,,,,
2.33,-0.025189446,0.049437238,0.055484671,2.042033864,,,,
2.335,-0.026935559,0.043954838,0.051551451,2.120575027,,,,
2.34,-0.027907317,0.038411148,0.047478781,2.199114591,,,,
2.345,-0.028123341,0.032928381,0.043303587,2.277651973,,,,
2.35,-0.027620979,0.027621054,0.039062016,2.35619314,,,,
2.355,-0.026454036,0.022593936,0.034789395,2.434733109,,,,
2.36,-0.024690669,0.017938765,0.030519312,2.513275593,,,,
2.365,-0.022411559,0.01373382,0.026284897,2.591813966,,,,
2.37,-0.019705978,0.010040745,0.022116557,2.670351838,,,,
2.375,-0.016670298,0.006905087,0.018043809,2.748892369,,,,
2.38,-0.013404246,0.004355298,0.014094057,2.827433734,,,,
2.385,-0.010008283,0.002402781,0.010292671,2.905972786,,,,
2.39,-0.006580875,0.001042269,0.0066629,2.984518809,,,,
2.395,-0.003215872,0.000253193,0.003225824,3.063022504,,,,
2.4,5.05723E-08,-1.63153E-08,5.31389E-08,-0.312071179,,,,
2.405,0.002988891,0.000235382,0.002998145,0.07859022,,,,
2.41,0.005684017,0.000900196,0.005754859,0.157068649,,,,
2.415,0.008030525,0.001927866,0.008258693,0.235608591,,,,
2.42,0.009987069,0.003244826,0.010500974,0.314143912,,,,
2.425,0.011525545,0.004774023,0.012475155,0.392698034,,,,
2.43,0.012632335,0.006436613,0.014177654,0.471246283,,,,
2.435,0.013307714,0.008154657,0.015607488,0.549761174,,,,
2.44,0.01356743,0.009861786,0.016772894,0.628534196,,,,
2.445,0.01342531,0.011465595,0.017654994,0.706828097,,,,
2.45,0.012927305,0.012927329,0.018281988,0.785399087,,,,
2.455,0.012115572,0.014185386,0.018655087,0.863933583,,,,
2.46,0.01104091,0.015196609,0.018783999,0.942480935,,,,
2.465,0.00976115,0.015928548,0.018681506,1.021011997,,,,
2.47,0.008335881,0.01636002,0.018361295,1.099555741,,,,
2.475,0.006826792,0.016481397,0.017839325,1.178098579,,,,
2.48,0.005294478,0.016294716,0.017133279,1.256636823,,,,
2.485,0.003796096,0.015812659,0.016261935,1.335188094,,,,
2.49,0.002384748,0.015057012,0.015244692,1.413719849,,,,
2.495,0.001106556,0.014060481,0.014103957,1.492258515,,,,
2.5,3.61941E-08,0.012860988,0.012860988,1.570793513,,,,
2.505,-0.000905382,0.011503327,0.011538902,1.649340482,,,,
2.51,-0.001589516,0.010035525,0.010160626,1.727880332,,,,
2.515,-0.002042643,0.008508148,0.008749913,1.806417757,,,,
2.52,-0.002265292,0.006971566,0.007330367,1.884967624,,,,
2.525,-0.002267588,0.005474319,0.00592538,1.963503349,,,,
2.53,-0.002069427,0.004061343,0.004558184,2.0420488,,,,
2.535,-0.001698846,0.002772208,0.003251341,2.120584212,,,,
2.54,-0.001191393,0.001639725,0.002026848,2.19913996,,,,
2.545,-0.000588333,0.000688803,0.000905862,2.277687629,,,,
2.55,6.48953E-05,-6.49796E-05,9.18355E-05,-0.786046968,,,,
2.555,0.000720438,-0.000615409,0.000947501,-0.706936388,,,,
2.56,0.001329888,-0.00096626,0.001643856,-0.628338275,,,,
2.565,0.001846138,-0.001131314,0.002165201,-0.54977826,,,,
2.57,0.002225617,-0.001133363,0.002497575,-0.471008678,,,,
2.575,0.002429244,-0.001006294,0.002629421,-0.39272316,,,,
2.58,0.002425365,-0.000788237,0.002550238,-0.314229632,,,,
2.585,0.002189674,-0.000527579,0.002252335,-0.236433312,,,,
2.59,0.001708493,-0.000270611,0.001729791,-0.157086495,,,,
2.595,0.000976314,-7.68331E-05,0.000979332,-0.078535309,,,,
2.6,4.79261E-08,-1.29465E-08,4.9644E-08,-0.263836695,,,,
2.605,-0.00120291,-9.48136E-05,0.001206641,-3.062935109,,,,
2.61,-0.002604542,-0.0004125,0.002637004,-2.984520242,,,,
2.615,-0.004166239,-0.001000252,0.00428463,-2.905967248,,,,
2.62,-0.005840035,-0.001897827,0.006140664,-2.827389267,,,,
2.625,-0.007570204,-0.003135637,0.008193912,-2.748898581,,,,
2.63,-0.009293669,-0.004735311,0.010430505,-2.670358032,,,,
2.635,-0.010943434,-0.006706112,0.012834745,-2.591816147,,,,
2.64,-0.012449128,-0.009044651,0.015387869,-2.513283087,,,,
2.645,-0.013740257,-0.011735068,0.01806949,-2.434743548,,,,
2.65,-0.01474792,-0.014747809,0.02085663,-2.356198253,,,,
2.655,-0.015407893,-0.018040227,0.023724522,-2.277657334,,,,
2.66,-0.015662657,-0.021557623,0.026646762,-2.199118725,,,,
2.665,-0.015463357,-0.025233391,0.029594584,-2.120584104,,,,
2.67,-0.014772199,-0.028991768,0.032538293,-2.042039469,,,,
2.675,-0.013564789,-0.032747928,0.035446161,-1.963499405,,,,
2.68,-0.011831061,-0.036411788,0.038285667,-1.884959402,,,,
2.685,-0.009576778,-0.039889572,0.041023075,-1.806419075,,,,
2.69,-0.006824395,-0.043086643,0.043623745,-1.727879156,,,,
2.695,-0.003613413,-0.045910402,0.046052381,-1.649340159,,,,
2.7,-1.90535E-07,-0.048273525,0.048273525,-1.570800274,,,,
2.705,0.003942437,-0.050096153,0.050251043,-1.492260789,,,,
2.71,0.008126484,-0.051309821,0.051949375,-1.413720377,,,,
2.715,0.01244991,-0.051858753,0.053332265,-1.33518189,,,,
2.72,0.016799856,-0.051705051,0.054365867,-1.256639388,,,,
2.725,0.021053041,-0.050827135,0.0550148,-1.178101403,,,,
2.73,0.025080896,-0.04922444,0.055245786,-1.099560805,,,,
2.735,0.028751163,-0.04691788,0.05502651,-1.021019949,,,,
2.74,0.031932204,-0.043951037,0.054326414,-0.942479183,,,,
2.745,0.034495967,-0.040390163,0.053116259,-0.863945003,,,,
2.75,0.036322711,-0.036322996,0.051368272,-0.785402089,,,,
2.755,0.037303409,-0.031860386,0.0490574,-0.706862455,,,,
2.76,0.03734468,-0.027132402,0.046160506,-0.628316855,,,,
2.765,0.036371071,-0.022288294,0.042657038,-0.549780175,,,,
2.77,0.034329396,-0.017491815,0.038528834,-0.471241526,,,,
2.775,0.031190863,-0.012919807,0.033760796,-0.392702607,,,,
2.78,0.026953363,-0.008757657,0.028340436,-0.314158557,,,,
2.785,0.021643652,-0.005196309,0.02225869,-0.235625057,,,,
2.79,0.015317606,-0.002429044,0.015509007,-0.157268987,,,,
2.795,0.00806467,-0.000634632,0.008089602,-0.078530982,,,,
2.8,2.04747E-07,-5.92475E-08,2.13147E-07,-0.281676078,,,,
2.805,-0.00872783,-0.000687091,0.008754833,-3.063030578,,,,
2.81,-0.01794402,-0.002842003,0.018167687,-2.98451575,,,,
2.815,-0.027447611,-0.006589487,0.028227517,-2.905976686,,,,
2.82,-0.037014807,-0.012026701,0.038919628,-2.827436776,,,,
2.825,-0.046402511,-0.019220431,0.050225671,-2.748895756,,,,
2.83,-0.055352854,-0.028203571,0.062123908,-2.670355436,,,,
2.835,-0.063597857,-0.038972623,0.074589227,-2.591816154,,,,
2.84,-0.070864164,-0.051485783,0.087592897,-2.513274544,,,,
2.845,-0.076879474,-0.065660739,0.101102849,-2.434738335,,,,
2.85,-0.081377039,-0.081376589,0.115084194,-2.356197252,,,,
2.855,-0.084102643,-0.098470974,0.129498213,-2.277657527,,,,
2.86,-0.084820053,-0.116744108,0.144303944,-2.199117624,,,,
2.865,-0.083316472,-0.13595928,0.15945708,-2.120577811,,,,
2.87,-0.07940838,-0.155846637,0.17491102,-2.042038039,,,,
2.875,-0.072946383,-0.176106434,0.190616502,-1.963498845,,,,
2.88,-0.063819329,-0.196413917,0.206521993,-1.88495826,,,,
2.885,-0.051959503,-0.216424203,0.22257409,-1.806418609,,,,
2.89,-0.037344314,-0.23577865,0.238717761,-1.727878628,,,,
2.895,-0.019999597,-0.254110129,0.254895942,-1.649338867,,,,
2.9,-6.96594E-07,-0.271050568,0.271050568,-1.570798897,,,,
2.905,0.022526608,-0.286237379,0.287122422,-1.492259156,,,,
2.91,0.047406912,-0.299320758,0.303051698,-1.413719428,,,,
2.915,0.074416393,-0.309970422,0.318778077,-1.335179689,,,,
2.92,0.103285204,-0.317882178,0.3342408,-1.256639841,,,,
2.925,0.133700921,-0.322784935,0.349379522,-1.178099827,,,,
2.93,0.165309557,-0.324440539,0.364127606,-1.099560252,,,,
2.935,0.197735725,-0.32267718,0.378444156,-1.021020104,,,,
2.94,0.23055954,-0.317339717,0.392252721,-0.942480395,,,,
2.945,0.263351442,-0.308346554,0.405501639,-0.863940596,,,,
2.95,0.295665917,-0.295667546,0.418135902,-0.785400918,,,,
2.955,0.327049867,-0.279328512,0.430100027,-0.706861066,,,,
2.96,0.3570538,-0.259416201,0.441343609,-0.628321154,,,,
2.965,0.385236552,-0.236074642,0.451816819,-0.549781317,,,,
2.97,0.411174408,-0.209505078,0.461472396,-0.471241318,,,,
2.975,0.434469371,-0.179964405,0.470266755,-0.392701634,,,,
2.98,0.454755422,-0.14776032,0.478158558,-0.314161904,,,,
2.985,0.471706185,-0.113247944,0.485110113,-0.235622072,,,,
2.99,0.485040988,-0.076824253,0.49108729,-0.157082263,,,,
2.995,0.494530178,-0.038921659,0.496059465,-0.078542409,,,,
3,0.499999942,-1.52589E-06,0.499999942,-3.05E-06,,,,
3.005,0.50133573,0.039454995,0.502885883,0.078537869,,,,
3.01,0.498485452,0.078951052,0.504698934,0.157077114,,,,
3.015,0.491459891,0.117987704,0.505424498,0.2356168,,,,
3.02,0.480333987,0.156068549,0.505052602,0.314156584,,,,
3.025,0.465245614,0.192709682,0.503577703,0.392696585,,,,
3.03,0.446393522,0.227447405,0.500998501,0.47123631,,,,
3.035,0.424034239,0.25984693,0.497318271,0.549775995,,,,
3.04,0.39847783,0.289509669,0.492544851,0.628316197,,,,
3.045,0.37008319,0.316079078,0.486690406,0.706855493,,,,
3.05,0.339250725,0.339249015,0.479771767,0.785395644,,,,
3.055,0.30641692,0.358766225,0.471809848,0.863935374,,,,
3.06,0.272045563,0.374436598,0.46282994,0.942475261,,,,
3.065,0.236620605,0.386127515,0.452861754,1.021015053,,,,
3.07,0.200637033,0.393769923,0.441938877,1.099554936,,,,
3.075,0.164592632,0.397359085,0.430098799,1.178094861,,,,
3.08,0.128979373,0.396954186,0.417382683,1.256634464,,,,
3.085,0.094274503,0.392677343,0.403835583,1.335174437,,,,
3.09,0.060933082,0.38471017,0.389505784,1.413714217,,,,
3.095,0.029379539,0.373290569,0.374444931,1.492254022,,,,
3.1,8.90481E-07,0.358707012,0.358707012,1.570793844,,,,
3.105,-0.026859691,0.341294354,0.342349644,1.649333938,,,,
3.11,-0.050907955,0.321425367,0.325431846,1.727873466,,,,
3.115,-0.07190419,0.2995054,0.308015742,1.806413583,,,,
3.12,-0.089665158,0.275963307,0.290164759,1.884953114,,,,
3.125,-0.104060377,0.251246988,0.271944132,1.963463024,,,,
3.13,-0.115050016,0.225798686,0.253419717,2.042034658,,,,
3.135,-0.122609887,0.200082295,0.234661691,2.120572494,,,,
3.14,-0.12680572,0.174533896,0.21573542,2.199112689,,,,
3.145,-0.127752843,0.149580086,0.196710424,2.27765228,,,,
3.15,-0.125621019,0.125621621,0.177655374,2.356192095,,,,
3.155,-0.120629828,0.103028004,0.158638977,2.434732398,,,,
3.16,-0.113042902,0.082130916,0.13972897,2.513271573,,,,
3.165,-0.103162671,0.063218373,0.120992146,2.591812477,,,,
3.17,-0.091323436,0.04653135,0.102494568,2.67035606,,,,
3.175,-0.077883596,0.032260645,0.084300675,2.748891345,,,,
3.18,-0.063219513,0.020541371,0.066472962,2.827431877,,,,
3.185,-0.047716243,0.011455918,0.04907217,2.905968028,,,,
3.19,-0.031760433,0.005030357,0.032156331,2.984513068,,,,
3.195,-0.01573278,0.001238249,0.015781433,3.063049541,,,,
3.2,-4.07697E-07,1.30799E-07,4.28165E-07,2.831141142,,,,
3.205,0.015090473,0.001187552,0.015137128,0.078533636,,,,
3.21,0.029219391,0.00462882,0.029583759,0.157110462,,,,
3.215,0.04210166,0.010107531,0.043297944,0.235615332,,,,
3.22,0.053486099,0.017378463,0.056238543,0.314155477,,,,
3.225,0.063165993,0.026163997,0.068370297,0.392696189,,,,
3.23,0.070978983,0.036165421,0.079661495,0.471236918,,,,
3.235,0.076809572,0.047068543,0.090084172,0.549774712,,,,
3.24,0.08058901,0.058552477,0.099614161,0.628327735,,,,
3.245,0.082301904,0.070292134,0.108233948,0.706856007,,,,
3.25,0.081972249,0.081971776,0.115925931,0.785395277,,,,
3.255,0.079670877,0.093291792,0.122681731,0.863986582,,,,
3.26,0.075526175,0.103953119,0.128493012,0.942478972,,,,
3.265,0.069679686,0.113706396,0.133358176,1.021015584,,,,
3.27,0.062324096,0.122317293,0.137280054,1.099555335,,,,
3.275,0.053677332,0.129587663,0.140264815,1.178094847,,,,
3.28,0.043980563,0.135357106,0.142322999,1.256634566,,,,
3.285,0.033492688,0.139505491,0.143469656,1.335174284,,,,
3.29,0.022483627,0.141953927,0.143723452,1.413714403,,,,
3.295,0.011228374,0.14266614,0.143107316,1.492254382,,,,
3.3,2.43696E-07,0.14164704,0.14164704,1.570794606,,,,
3.305,-0.010934679,0.138943669,0.139373277,1.649333105,,,,
3.31,-0.021324642,0.134640658,0.136318917,1.727873471,,,,
3.315,-0.030936171,0.12885916,0.132520677,1.806414484,,,,
3.32,-0.039559528,0.121752406,0.128017986,1.884953909,,,,
3.325,-0.047013595,0.113501557,0.12285309,1.963493231,,,,
3.33,-0.053148739,0.104310752,0.117070583,2.042033373,,,,
3.335,-0.057849447,0.094402326,0.110717468,2.120572169,,,,
3.34,-0.061037065,0.084010667,0.103842744,2.199112855,,,,
3.345,-0.062669707,0.073377112,0.096497113,2.27765257,,,,
3.35,-0.062743366,0.062743463,0.088732588,2.356193715,,,,
3.355,-0.061290681,0.05234739,0.08060271,2.434732389,,,,
3.36,-0.058379746,0.042415485,0.072161403,2.513272815,,,,
3.365,-0.054111562,0.033159898,0.06346369,2.591810033,,,,
3.37,-0.048617409,0.024772036,0.054564697,2.670350024,,,,
3.375,-0.042054346,0.017419665,0.045519366,2.748889832,,,,
3.38,-0.034602301,0.0112429,0.036382991,2.827435189,,,,
3.385,-0.026458109,0.006352042,0.027209924,2.905972765,,,,
3.39,-0.017831188,0.002824307,0.018053475,2.984506193,,,,
3.395,-0.008938885,0.00070353,0.008966527,3.063050131,,,,
3.4,-3.64181E-07,-2.51726E-07,4.42712E-07,-2.536788975,,,,
3.405,0.008768695,0.000690042,0.008795804,0.078531913,,,,
3.41,0.017159734,0.002717781,0.017373624,0.157076579,,,,
3.415,0.024977695,0.005996584,0.025687434,0.235618298,,,,
3.42,0.032044684,0.01041185,0.033693744,0.314156479,,,,
3.425,0.03820318,0.015823918,0.041350687,0.392691111,,,,
3.43,0.043321773,0.02207338,0.048621087,0.471235848,,,,
3.435,0.047294411,0.028982121,0.055468231,0.549779773,,,,
3.44,0.05004543,0.036360031,0.061859493,0.628317196,,,,
3.445,0.051529415,0.044010018,0.067765495,0.706855429,,,,
3.45,0.051731701,0.051731499,0.07315953,0.785396206,,,,
3.455,0.050669342,0.059325744,0.078018755,0.863934377,,,,
3.46,0.048388507,0.066600573,0.082323046,0.94247428,,,,
3.465,0.044964514,0.073374982,0.086056351,1.021014963,,,,
3.47,0.040498858,0.079482908,0.089205886,1.099554497,,,,
3.475,0.035116123,0.084776949,0.091762047,1.178093611,,,,
3.48,0.028961298,0.089132591,0.093719664,1.256633372,,,,
3.485,0.02219529,0.09244883,0.095075849,1.335173917,,,,
3.49,0.014991737,0.094652419,0.095832315,1.413713944,,,,
3.495,0.007531759,0.095697516,0.095993448,1.492254425,,,,
3.5,2.65488E-07,0.09556716,0.09556716,1.570793549,,,,
3.505,-0.007419221,0.09427341,0.094564902,1.649333431,,,,
3.51,-0.014548354,0.091856055,0.093001018,1.727873671,,,,
3.515,-0.021218362,0.088381718,0.090893052,1.806413513,,,,
3.52,-0.027274094,0.083941523,0.088261291,1.884953862,,,,
3.525,-0.032577202,0.078648775,0.085128749,1.963493369,,,,
3.53,-0.037009851,0.07263625,0.081521493,2.042033398,,,,
3.535,-0.040476369,0.066051775,0.077467241,2.120572726,,,,
3.54,-0.042906655,0.059056387,0.07299752,2.199111284,,,,
3.545,-0.044254312,0.051815236,0.068141491,2.277653775,,,,
3.55,-0.04450259,0.044503071,0.062936507,2.356189088,,,,
3.555,-0.043660528,0.037289844,0.057417542,2.434731256,,,,
3.56,-0.041762255,0.030342157,0.051621046,2.513272519,,,,
3.565,-0.038868314,0.023818669,0.045585906,2.591811397,,,,
3.57,-0.035062085,0.017865062,0.039351114,2.670352908,,,,
3.575,-0.03044768,0.012611885,0.032956348,2.748892353,,,,
3.58,-0.025148041,0.008171126,0.026442225,2.827432251,,,,
3.585,-0.019301033,0.004633866,0.019849499,2.9059684,,,,
3.59,-0.013055301,0.002067854,0.013218052,2.984505721,,,,
3.595,-0.00656803,0.000516766,0.006588328,3.063075461,,,,
3.6,9.05668E-08,-2.52567E-08,9.40226E-08,-0.271964449,,,,
3.605,0.006487599,0.000510602,0.006507661,0.078542399,,,,
3.61,0.012737839,0.002017442,0.012896612,0.157077073,,,,
3.615,0.018601679,0.004465796,0.019130233,0.235615772,,,,
3.62,0.023940756,0.007778962,0.025172844,0.314164524,,,,
3.625,0.02863119,0.011859335,0.030990141,0.392696337,,,,
3.63,0.032566294,0.016593277,0.036549971,0.47123698,,,,
3.635,0.035658924,0.021851686,0.041821705,0.549776058,,,,
3.64,0.037843779,0.027495041,0.04677744,0.628317245,,,,
3.645,0.03907778,0.033375346,0.05139053,0.706854939,,,,
3.65,0.039341432,0.039341241,0.055637051,0.785395742,,,,
3.655,0.038639511,0.045240749,0.05949569,0.863934642,,,,
3.66,0.036999412,0.050925365,0.062947194,0.942478202,,,,
3.665,0.034472664,0.056253805,0.065976171,1.021013884,,,,
3.67,0.031129262,0.061094336,0.068567841,1.099555566,,,,
3.675,0.0270605,0.065329331,0.070712036,1.178094569,,,,
3.68,0.022373154,0.068856998,0.072400581,1.256634964,,,,
3.685,0.017188211,0.071593521,0.073627895,1.335175203,,,,
3.69,0.01163758,0.073475742,0.074391652,1.413714489,,,,
3.695,0.005860455,0.074461706,0.074691971,1.492253948,,,,
3.7,2.28467E-07,0.074532163,0.074532163,1.570793261,,,,
3.705,-0.005799365,0.07368995,0.073917801,1.649333985,,,,
3.71,-0.011397217,0.071960227,0.072857195,1.727873746,,,,
3.715,-0.016658887,0.06938986,0.071361552,1.806413804,,,,
3.72,-0.02145926,0.066045143,0.06944394,1.884954122,,,,
3.725,-0.025685742,0.062011379,0.067120552,1.963492488,,,,
3.73,-0.029241211,0.057389378,0.064409542,2.042033318,,,,
3.735,-0.032045101,0.052293091,0.061330709,2.120573003,,,,
3.74,-0.034036587,0.04684748,0.057906612,2.199113469,,,,
3.745,-0.035175152,0.041184866,0.054161651,2.277654021,,,,
3.75,-0.035440722,0.035441256,0.050121127,2.356186946,,,,
3.755,-0.03483621,0.029752958,0.045812662,2.434733906,,,,
3.76,-0.033383869,0.024254828,0.041264748,2.51327359,,,,
3.765,-0.031127477,0.019074956,0.036507174,2.591813609,,,,
3.77,-0.028130009,0.014333037,0.031571085,2.67035145,,,,
3.775,-0.024471389,0.010136387,0.026487643,2.748893378,,,,
3.78,-0.020247393,0.006578757,0.021289362,2.827434258,,,,
3.785,-0.015566308,0.003737186,0.016008639,2.905970438,,,,
3.79,-0.010546913,0.001670458,0.01067838,2.984513866,,,,
3.795,-0.005314932,0.000418201,0.005331359,3.063070335,,,,
3.8,-6.38411E-08,2.43783E-08,6.83373E-08,2.77682275,,,,
3.805,0.005266835,0.0004146,0.005283128,0.078556909,,,,
3.81,0.010357608,0.001640453,0.010486712,0.15707674,,,,
3.815,0.01514933,0.003636894,0.015579769,0.235610798,,,,
3.82,0.01952748,0.006344803,0.020532389,0.31415649,,,,
3.825,0.023388578,0.009687745,0.025315568,0.392694669,,,,
3.83,0.026642865,0.013575147,0.029901954,0.471236785,,,,
3.835,0.029215932,0.017903581,0.034265272,0.549779581,,,,
3.84,0.031050954,0.022559671,0.038380992,0.628314993,,,,
3.845,0.03210898,0.027423523,0.042226014,0.706855895,,,,
3.85,0.032371106,0.03237098,0.045779568,0.785396218,,,,
3.855,0.031837393,0.037277063,0.049022434,0.863941484,,,,
3.86,0.030528135,0.042018129,0.051937368,0.942475046,,,,
3.865,0.028481248,0.046476982,0.054509553,1.021015787,,,,
3.87,0.025753155,0.050543373,0.056726163,1.099557108,,,,
3.875,0.022416394,0.054117529,0.05857646,1.17809441,,,,
3.88,0.018557355,0.057113235,0.060052453,1.256634848,,,,
3.885,0.014274871,0.059458549,0.061148107,1.335174717,,,,
3.89,0.009677191,0.061098237,0.061859862,1.413713802,,,,
3.895,0.004879199,0.061994855,0.062186563,1.49225494,,,,
3.9,1.74711E-07,0.062128985,0.062128985,1.570793515,,,,
3.905,-0.004840057,0.061500198,0.06169036,1.649334299,,,,
3.91,-0.009523368,0.060128925,0.060878421,1.727874047,,,,
3.915,-0.013936138,0.058048728,0.059698164,1.80641368,,,,
3.92,-0.017972746,0.055314494,0.058161094,1.884955225,,,,
3.925,-0.021537098,0.051995423,0.056279398,1.963493584,,,,
3.93,-0.024545784,0.048173947,0.054066854,2.042034101,,,,
3.935,-0.026929328,0.043944884,0.051539708,2.120572859,,,,
3.94,-0.028634171,0.039411792,0.048715553,2.199112003,,,,
3.945,-0.02962406,0.034685457,0.045614316,2.277652706,,,,
3.95,-0.029879793,0.029879955,0.042256523,2.356191772,,,,
3.955,-0.029400875,0.025110873,0.038664808,2.434731282,,,,
3.96,-0.028204504,0.020491803,0.034862703,2.513273399,,,,
3.965,-0.026325269,0.016132183,0.030875024,2.591812895,,,,
3.97,-0.023814301,0.012134044,0.026727438,2.670352045,,,,
3.975,-0.020737719,0.008589975,0.022446395,2.748888174,,,,
3.98,-0.01717516,0.005580572,0.01805904,2.827432102,,,,
3.985,-0.013217286,0.003173225,0.013592866,2.905970653,,,,
3.99,-0.008964007,0.001419736,0.009075741,2.984515512,,,,
3.995,-0.004521584,0.000353191,0.004535357,3.063638604,,,,
4,-4.50521E-08,5.1107E-09,4.53411E-08,3.028635808,,,,
4.005,0.004489025,0.000352957,0.004502879,0.078465273,,,,
4.01,0.008836163,0.001399483,0.008946303,0.157076571,,,,
4.015,0.01293574,0.00310555,0.013303301,0.235616059,,,,
4.02,0.016689121,0.005422475,0.017547934,0.314151159,,,,
4.025,0.020006808,0.008287,0.021655179,0.392695204,,,,
4.03,0.022810486,0.011622466,0.025600781,0.471236908,,,,
4.035,0.025035121,0.015341607,0.029361917,0.549780593,,,,
4.04,0.026630351,0.019347894,0.032916813,0.628313895,,,,
4.045,0.02756113,0.023539381,0.036245253,0.706857334,,,,
4.05,0.027809483,0.027809397,0.039328487,0.785396627,,,,
4.055,0.027373838,0.032050409,0.042149208,0.863934311,,,,
4.06,0.026269329,0.036156538,0.044691978,0.94247658,,,,
4.065,0.024527926,0.040025593,0.046943235,1.021013784,,,,
4.07,0.022196189,0.043562251,0.048891109,1.099555354,,,,
4.075,0.019335615,0.046680107,0.050526215,1.178095755,,,,
4.08,0.016019315,0.049302638,0.051839836,1.256638593,,,,
4.085,0.012332266,0.051367032,0.052826667,1.335174429,,,,
4.09,0.008366613,0.052824007,0.053482482,1.413714612,,,,
4.095,0.004221676,0.053639746,0.053805621,1.492253984,,,,
4.1,9.43578E-08,0.053796211,0.053796211,1.570794573,,,,
4.105,-0.004194021,0.053291758,0.053456537,1.649333685,,,,
