frequency,real,img,mag,phase
1.824,-0.41344423,-0.554272079,0.691486564,-2.211682973
1.828,-0.40876556,-0.609683517,0.734032202,-2.161417262
1.832,-0.39959788,-0.666093226,0.776761644,-2.111151738
1.836,-0.385799053,-0.723141875,0.819618863,-2.060886483
1.84,-0.36725523,-0.780453577,0.862545181,-2.010621033
1.844,-0.3438852,-0.837641689,0.905483644,-1.960355535
1.848,-0.315639452,-0.894308729,0.948375646,-1.910090012
1.852,-0.282502006,-0.950049981,0.991162121,-1.85982465
1.856,-0.24449069,-1.004457223,1.033784316,-1.809559097
1.86,-0.201658282,-1.057120004,1.076182497,-1.75929358
1.864,-0.154092273,-1.107630068,1.118297275,-1.709027999
1.868,-0.101915356,-1.155583929,1.160069376,-1.658762542
1.872,-0.045284502,-1.200585105,1.201438838,-1.608497149
1.876,0.015609218,-1.242249082,1.242347146,-1.558231699
1.88,0.080541356,-1.280203564,1.282734608,-1.507966205
1.884,0.149255256,-1.314094651,1.322543716,-1.457700701
1.888,0.22146335,-1.343586243,1.361715833,-1.407435185
1.892,0.296848685,-1.368365224,1.400193747,-1.357169739
1.896,0.375067089,-1.388142916,1.437920747,-1.306904219
1.9,0.45574845,-1.402658023,1.474841069,-1.256638847
1.904,0.538500114,-1.411678075,1.51089952,-1.206373295
1.908,0.622908152,-1.41500278,1.546042507,-1.156107739
1.912,0.708540844,-1.412464655,1.580217241,-1.105842062
1.916,0.794949932,-1.403931264,1.613371746,-1.055576869
1.92,0.881677029,-1.389306023,1.64545605,-1.005311385
1.924,0.968252505,-1.368529912,1.6764209,-0.955045954
1.928,1.054201878,-1.341582178,1.706219312,-0.904780269
1.932,1.139045953,-1.308482074,1.734805758,-0.85451534
1.936,1.222308456,-1.269283664,1.762134779,-0.80424942
1.94,1.303514057,-1.224085377,1.788164955,-0.753983949
1.944,1.38219603,-1.173021381,1.812855489,-0.703718512
1.948,1.457897405,-1.116263852,1.836167158,-0.653452785
1.952,1.530174342,-1.054024315,1.858063717,-0.603187399
1.956,1.598600406,-0.986548933,1.878510595,-0.552922075
1.96,1.662768064,-0.914118162,1.897474545,-0.502656525
1.964,1.722292495,-0.837047189,1.914925439,-0.452391135
1.968,1.776814242,-0.755680798,1.930834617,-0.402125533
1.972,1.826002033,-0.670394512,1.945176657,-0.351860099
1.976,1.869554658,-0.581588976,1.957927567,-0.30159454
1.98,1.907203476,-0.489690018,1.969066127,-0.251329082
1.984,1.938714589,-0.395144137,1.978573513,-0.201063611
1.988,1.963890147,-0.298416808,1.986433261,-0.150798332
1.992,1.98257027,-0.199987467,1.992631391,-0.100532762
1.996,1.994633896,-0.10034922,1.997156565,-0.050267212
2,1.999999936,-3.39E-06,1.999999936,-1.69E-06
2.004,1.998627566,0.100543048,2.00115493,0.050263673
2.008,1.990517251,0.200782019,2.000617991,0.10052924
2.012,1.975710232,0.300205494,1.998387915,0.150794672
2.016,1.954288689,0.398311357,1.994466399,0.201060145
2.02,1.926374156,0.494605311,1.988856908,0.251325705
2.024,1.892128818,0.588603952,1.981566572,0.301590931
2.028,1.851751579,0.679840279,1.972604044,0.351856355
2.032,1.805479064,0.767863817,1.961981012,0.402121707
2.036,1.75358278,0.852250436,1.949713664,0.452389259
2.04,1.696370062,0.932583886,1.93581613,0.502653264
2.044,1.634173674,1.008494476,1.920308492,0.552918578
2.048,1.567359564,1.079631235,1.903212969,0.603184267
2.052,1.496319613,1.145674968,1.884553931,0.653449625
2.056,1.421467288,1.206341305,1.864357422,0.703715151
2.06,1.343238044,1.261380365,1.842652671,0.753980608
2.064,1.262084133,1.310579296,1.819470926,0.804246109
2.068,1.178471796,1.353762498,1.794845029,0.854511638
2.072,1.092879646,1.390794441,1.768811775,0.90477704
2.076,1.005791922,1.421577745,1.741407671,0.955042489
2.08,0.917698824,1.446056686,1.712673662,1.005308
2.084,0.829090371,1.464213612,1.682650393,1.055573413
2.088,0.740454257,1.476071453,1.651381071,1.105838784
2.092,0.652273748,1.48169668,1.618915098,1.156104452
2.096,0.565020464,1.481186366,1.585295296,1.206369966
2.1,0.479155697,1.474681194,1.550572412,1.256635386
2.104,0.395124353,1.462356223,1.514796678,1.306900831
2.108,0.313353254,1.444421807,1.478020507,1.357166366
2.112,0.234248167,1.421120493,1.440297073,1.407431866
2.116,0.158190902,1.392725694,1.401680855,1.457697363
2.12,0.085537246,1.359540113,1.362228299,1.507962838
2.124,0.016614408,1.32189198,1.321996386,1.55822833
2.128,-0.048281078,1.280132999,1.281043152,1.608494132
2.132,-0.108883138,1.234635261,1.239427192,1.658759282
2.136,-0.164961745,1.185789399,1.197208786,1.709024716
2.14,-0.216320099,1.13399977,1.154447861,1.759290247
2.144,-0.262797578,1.07968352,1.111206133,1.809555925
2.148,-0.304269303,1.023265664,1.067545048,1.859821288
2.152,-0.340648155,0.965176812,1.023526963,1.910086652
2.156,-0.371883474,0.905848223,0.979213114,1.960352495
2.16,-0.397959957,0.845711899,0.934666113,2.010617502
2.164,-0.418901239,0.785194983,0.889949105,2.06088312
2.168,-0.434763964,0.724717116,0.845124016,2.111148551
2.172,-0.445640474,0.664687756,0.800253238,2.161414179
2.176,-0.451655567,0.605503211,0.755398497,2.211679645
2.18,-0.452964943,0.547543775,0.710620451,2.261943825
2.184,-0.449759825,0.491172346,0.665983613,2.312210648
2.188,-0.442250548,0.436729042,0.621544692,2.36247613
2.192,-0.43067996,0.384533279,0.57736563,2.412741028
2.196,-0.415312367,0.334876462,0.533504083,2.463007296
2.2,-0.39643323,0.288026602,0.490019009,2.51327247
2.204,-0.374346894,0.244220591,0.446966771,2.563538338
2.208,-0.349374484,0.203668416,0.404404938,2.613803065
2.212,-0.321849093,0.166546279,0.362387227,2.664069302
2.216,-0.292114092,0.133001376,0.320967302,2.714334806
2.22,-0.260520691,0.103148401,0.280197471,2.764598341
2.224,-0.227424856,0.077067966,0.240128167,2.81486541
2.228,-0.193183687,0.054811561,0.200808974,2.865130621
2.232,-0.158153549,0.036396575,0.162287571,2.915396606
2.236,-0.122686466,0.021809788,0.124609935,2.965662027
2.24,-0.087126922,0.011006965,0.087819439,3.015925838
2.244,-0.051811684,0.00391394,0.051959307,3.066194219
2.248,-0.017064145,4.29E-04,0.01706953,3.116471877
2.252,0.016805904,4.22E-04,0.016811211,0.025127742
2.256,0.049505786,0.003739748,0.049646839,0.075398422
2.26,0.080760945,0.01020221,0.081402797,0.125660421
2.264,0.110317021,0.019610557,0.112046504,0.175927692
2.268,0.137942718,0.031744899,0.141548338,0.226192826
2.272,0.163429565,0.046368953,0.16988026,0.276458974
2.276,0.186594429,0.063231106,0.197016887,0.32672454
2.28,0.207279342,0.082067095,0.222934371,0.376988606
2.284,0.22535335,0.102603866,0.247611966,0.427254445
2.288,0.240712567,0.124559914,0.271030832,0.47752043
2.292,0.253281405,0.147649287,0.293175343,0.527785124
2.296,0.263009488,0.171584002,0.31403035,0.578051505
2.3,0.269876102,0.19607582,0.333584828,0.628316965
2.304,0.273886527,0.220839947,0.351829663,0.678582211
2.308,0.275071831,0.245596688,0.368757705,0.728848333
2.312,0.273489469,0.270073151,0.384364406,0.779113196
2.316,0.269220542,0.294007832,0.398648098,0.82937909
2.32,0.262369789,0.317149259,0.411608502,0.879643876
2.324,0.253062992,0.339261327,0.423248303,0.929909295
2.328,0.2414466,0.360123153,0.433572538,0.980175172
2.332,0.227685432,0.37953067,0.442588054,1.030440704
2.336,0.211960775,0.397299298,0.450304456,1.080706117
2.34,0.194468317,0.413264232,0.456733239,1.130971511
2.344,0.175416417,0.427282424,0.461888719,1.181237114
2.348,0.155023408,0.439232095,0.465786529,1.231503073
2.352,0.133516325,0.449013632,0.468444075,1.281768154
2.356,0.111127351,0.456552735,0.469882632,1.332034015
2.36,0.088092996,0.461795284,0.470122601,1.382299025
2.364,0.064650619,0.464714415,0.469189929,1.432564523
2.368,0.041036898,0.46530363,0.467109725,1.482830122
2.372,0.0174855,0.463579849,0.463909494,1.533095778
2.376,-0.005774857,0.45958201,0.459618291,1.58336112
2.38,-0.028522996,0.453371452,0.454267801,1.633626603
2.384,-0.050546516,0.445028422,0.447889771,1.683892081
2.388,-0.071644144,0.434654266,0.440519256,1.734157628
2.392,-0.091627293,0.422367683,0.43219211,1.784423426
2.396,-0.110320984,0.408302827,0.422944344,1.834688994
2.4,-0.12756608,0.392610202,0.412814578,1.884953963
2.404,-0.143220885,0.375453293,0.401842503,1.935219592
2.408,-0.157160391,0.357006845,0.390068296,1.985484775
2.412,-0.169279111,0.337455302,0.37753344,2.03575042
2.416,-0.179490415,0.316991247,0.364280469,2.086015845
2.42,-0.187727973,0.295812767,0.350352658,2.136281759
2.424,-0.19394494,0.274121884,0.335793757,2.186547146
2.428,-0.198115607,0.252122596,0.320648713,2.23681285
2.432,-0.200233848,0.230018768,0.304962666,2.287078171
2.436,-0.200313439,0.208011698,0.288780783,2.337343466
2.44,-0.198388589,0.18629895,0.272149465,2.387611316
2.444,-0.194510337,0.165074727,0.255115535,2.437872308
2.448,-0.188750545,0.14452002,0.23772422,2.488139979
2.452,-0.181195423,0.124812074,0.220022351,2.538405619
2.456,-0.171948839,0.10611531,0.202056581,2.58867049
2.46,-0.161129102,0.088581891,0.18387316,2.638935838
2.464,-0.148867926,0.072350918,0.165518321,2.68920163
2.468,-0.135308754,0.057547014,0.14703781,2.739466673
2.472,-0.120605541,0.044278873,0.128476905,2.789732476
2.476,-0.104921455,0.032639195,0.109880976,2.839999987
2.48,-0.088426063,0.022704162,0.091294291,2.890263038
2.484,-0.071294323,0.014530568,0.072760002,2.940535358
2.488,-0.05370551,0.008160939,0.054322028,2.990789122
2.492,-0.035839598,0.003615487,0.036021501,3.041053102
2.496,-0.017878678,8.99E-04,0.01790129,3.091324949
2.5,-1.98E-07,1.02E-08,1.98E-07,3.089983238
2.504,0.017618919,8.86E-04,0.01764116,0.050219034
2.508,0.034809349,0.003511319,0.034985999,0.100532799
2.512,0.051406038,0.007811096,0.051996096,0.150795509
2.516,0.067253844,0.013707361,0.068636516,0.201061389
2.52,0.08220582,0.02110674,0.084872206,0.251325958
2.524,0.096126706,0.02990282,0.100670365,0.301588069
2.528,0.108892447,0.039978047,0.115999178,0.351856094
2.532,0.120392817,0.051202764,0.130828718,0.402122606
2.536,0.130530736,0.063438333,0.145129925,0.452387463
2.54,0.13922432,0.076538888,0.158876092,0.502653006
2.544,0.146406577,0.090351453,0.17204148,0.552917797
2.548,0.152026228,0.104718691,0.184602216,0.603183063
2.552,0.156047894,0.119480169,0.196536144,0.65345058
2.556,0.158453273,0.134472961,0.207823043,0.703715633
2.56,0.159238938,0.149535513,0.218444293,0.753982893
2.564,0.158418125,0.164505477,0.228382036,0.804246681
2.568,0.156019408,0.179226299,0.237621805,0.85451144
2.572,0.152086682,0.193545023,0.246150431,0.904777279
2.576,0.146678364,0.207313585,0.253955636,0.955041656
2.58,0.139866143,0.220393081,0.26102806,1.005308225
2.584,0.131735922,0.232651927,0.267359818,1.055573286
2.588,0.122384164,0.243968495,0.272944152,1.105838205
2.592,0.111918623,0.254233249,0.27777747,1.156104946
2.596,0.100457496,0.263346473,0.281856476,1.206369682
2.6,0.088126209,0.271223054,0.285180949,1.256635405
2.604,0.075057861,0.277790007,0.287751578,1.306901443
2.608,0.061391631,0.282988511,0.289571114,1.357166272
2.612,0.047269765,0.286774265,0.290643957,1.407432616
2.616,0.032837221,0.289122918,0.290981691,1.457705633
2.62,0.018245863,0.290002672,0.290576086,1.507962957
2.624,0.003637638,0.289429654,0.289452513,1.55822869
2.628,-0.010839912,0.287412256,0.2876166,1.608494013
2.632,-0.025044609,0.28398028,0.2850825,1.658760113
2.636,-0.038836913,0.279171033,0.281859489,1.709024297
2.64,-0.052085449,0.273044446,0.277967918,1.759289891
2.644,-0.064663879,0.265667134,0.27342356,1.809555418
2.648,-0.076454174,0.257117339,0.268243484,1.859821349
2.652,-0.087347465,0.247486248,0.262448133,1.910086704
2.656,-0.097246652,0.236873746,0.256058749,1.96035758
2.66,-0.106059707,0.225389422,0.249096473,2.010617465
2.664,-0.113714745,0.213148524,0.24158505,2.060883429
2.668,-0.120146118,0.200273725,0.233547971,2.111149306
2.672,-0.1253032,0.186893959,0.225011652,2.161414125
2.676,-0.1291476,0.173139374,0.216000799,2.21167918
2.68,-0.131655345,0.159144394,0.206543139,2.261945414
2.684,-0.132814886,0.14504417,0.196666228,2.312210332
2.688,-0.132629211,0.130973215,0.186398742,2.36247658
2.692,-0.131113413,0.117064736,0.175769392,2.41274137
2.696,-0.128297041,0.103448963,0.16480843,2.463007588
2.7,-0.124220834,0.090252088,0.153545612,2.513272174
2.704,-0.118938482,0.077594351,0.142011428,2.563538686
2.708,-0.112515107,0.065590799,0.130237484,2.613803484
2.712,-0.105025768,0.05434673,0.118253875,2.664074089
2.716,-0.096556109,0.043962769,0.106093389,2.714333366
2.72,-0.087200381,0.034525318,0.093786481,2.764599112
2.724,-0.077060848,0.026113568,0.081365182,2.814867889
2.728,-0.066246025,0.018795814,0.068860863,2.865130865
2.732,-0.05487111,0.012627627,0.056305379,2.91539841
2.736,-0.043054345,0.007653577,0.043729325,2.965664929
2.74,-0.030918753,0.00390613,0.031164517,3.015923117
2.744,-0.018588099,0.001404246,0.018641066,3.066190454
2.748,-0.006187682,1.56E-04,0.006189638,3.116448183
2.752,0.006157954,1.55E-04,0.006159899,0.025130365
2.756,0.018326418,0.001384135,0.018378613,0.075383633
2.76,0.030197013,0.003814706,0.03043701,0.125661612
2.764,0.041654299,0.007404768,0.042307342,0.17592937
2.768,0.052587605,0.012101802,0.053962114,0.22618854
2.772,0.062892281,0.017844012,0.065374672,0.276458061
2.776,0.072471498,0.024557744,0.076519284,0.326716922
2.78,0.081235218,0.032163245,0.087370676,0.376990554
2.784,0.089104112,0.040569306,0.097905115,0.427254553
2.788,0.096006861,0.049680005,0.108099122,0.477520261
2.792,0.101883599,0.059392761,0.1179312,0.527786319
2.796,0.106684518,0.069599473,0.127380034,0.578050636
2.8,0.110370467,0.080188698,0.136425317,0.628317705
2.804,0.112915316,0.091045678,0.145048902,0.678581663
2.808,0.114303067,0.102054713,0.15323301,0.728846955
2.812,0.114530043,0.113099671,0.160961692,0.779114482
2.816,0.113604404,0.124063622,0.168219329,0.829377466
2.82,0.111544439,0.134833559,0.174992144,0.8796441
2.824,0.108381122,0.145297492,0.181267285,0.929907925
2.828,0.104154768,0.155349737,0.187034105,0.98017668
2.832,0.098917991,0.164887348,0.192282621,1.030441125
2.836,0.092730862,0.173815016,0.197004245,1.080706785
2.84,0.085663375,0.182043115,0.201191227,1.130971613
2.844,0.077793278,0.189490597,0.204837693,1.181237759
2.848,0.069207134,0.196085354,0.20794012,1.231501269
2.852,0.059995013,0.201763835,0.210494766,1.281770052
2.856,0.050256177,0.206470975,0.212499287,1.33203379
2.86,0.040091241,0.210164014,0.213953781,1.38229934
2.864,0.029605895,0.212809376,0.214858882,1.432564244
2.868,0.018907358,0.214384791,0.21521693,1.482830363
2.872,0.008104904,0.21487827,0.215031069,1.533095615
2.876,-0.002692816,0.214289972,0.21430689,1.583361893
2.88,-0.01337733,0.212629916,0.213050309,1.633627195
2.884,-0.023842611,0.209918347,0.211268035,1.683892065
2.888,-0.033986043,0.206186962,0.208969171,1.73415861
2.892,-0.043707733,0.201476885,0.206163288,1.784422891
2.896,-0.052914291,0.195838406,0.202861044,1.834688632
2.9,-0.06151727,0.189331311,0.199074659,1.884954628
2.904,-0.069434941,0.182023797,0.194817539,1.935219184
2.908,-0.07659357,0.173990629,0.190103429,1.985484688
2.912,-0.082927275,0.165313979,0.184947681,2.035751066
2.916,-0.088378567,0.156081907,0.179366476,2.086016244
2.92,-0.092899768,0.146387179,0.173376969,2.136281248
2.924,-0.096452679,0.136326172,0.16699684,2.18654748
2.928,-0.099008764,0.125999007,0.160245078,2.2368124
2.932,-0.100549763,0.115507131,0.153140956,2.287075931
2.936,-0.101068467,0.104952822,0.145704941,2.337342583
2.94,-0.10056634,0.094439656,0.1379581,2.387602086
2.944,-0.09905711,0.084066294,0.129920948,2.437874185
2.948,-0.096562569,0.073934658,0.121616871,2.488140586
2.952,-0.093114747,0.064139832,0.113067565,2.538405649
2.956,-0.088755592,0.054774201,0.10429654,2.588668916
2.96,-0.083535337,0.045924149,0.095326701,2.638935909
2.964,-0.07751257,0.03767158,0.086182054,2.689202722
2.968,-0.070753247,0.030091414,0.076886378,2.73946724
2.972,-0.063330687,0.02325106,0.067463974,2.789733033
2.976,-0.055324009,0.017210337,0.05793912,2.83999959
2.98,-0.046817467,0.012020738,0.048336046,2.890264126
2.984,-0.037900021,0.007724944,0.038679276,2.940522634
2.988,-0.028663879,0.004355673,0.028992927,2.990789468
2.992,-0.01920436,0.001937327,0.019301831,3.041053235
2.996,-0.009617252,4.84E-04,0.009629424,3.091307357
3,-8.90E-08,1.03E-08,8.96E-08,3.026307206
3.004,0.009550562,4.81E-04,0.009562654,0.050293334
3.008,0.018939511,0.001910307,0.019035607,0.100523595
3.012,0.028073627,0.00426571,0.028395859,0.150793777
3.016,0.036862908,0.007512828,0.037620693,0.201051087
3.02,0.045221693,0.011610834,0.046688468,0.251324852
3.024,0.05306904,0.016508534,0.055577465,0.301587535
3.028,0.060329486,0.022148823,0.064266766,0.351854022
3.032,0.066934175,0.028466763,0.072736101,0.402120398
3.036,0.072821577,0.035391139,0.080966134,0.452383378
3.04,0.07793623,0.042846017,0.088937265,0.502656914
3.044,0.082234215,0.050748413,0.096632642,0.552913027
3.048,0.085672987,0.059015925,0.104032399,0.603204172
3.052,0.088356543,0.067696929,0.111309267,0.653775525
3.056,0.089887409,0.076280025,0.117891426,0.703690885
3.06,0.090620343,0.085098236,0.124313138,0.753982641
3.064,0.090441404,0.093915838,0.130383404,0.804242136
3.068,0.08935208,0.102642771,0.136085755,0.85451211
3.072,0.087371462,0.111188631,0.141409632,0.904777232
3.076,0.084523951,0.119465603,0.146343187,0.95504316
3.08,0.080844346,0.127389754,0.150877294,1.00530769
3.084,0.076374401,0.134881002,0.155003012,1.055573803
3.088,0.07116421,0.141863757,0.15871254,1.105839412
3.092,0.065270921,0.148268565,0.161999569,1.156104397
3.096,0.058757771,0.15403181,0.164858346,1.206369643
3.1,0.051693931,0.159096722,0.167284278,1.256635514
3.104,0.044153969,0.163414176,0.169274232,1.306901179
3.108,0.036216713,0.166942931,0.170826205,1.357165975
3.112,0.027963788,0.169649057,0.171938291,1.407432141
3.116,0.019480493,0.171508786,0.172611568,1.45769797
3.12,0.010853349,0.172504604,0.172845693,1.507962861
3.124,0.002169707,0.17263024,0.172643874,1.558228469
3.128,-0.006482722,0.171886733,0.172008938,1.60849354
3.132,-0.015017503,0.170284202,0.170945123,1.658759569
3.136,-0.0233493,0.167841017,0.16945736,1.70902474
3.14,-0.031395953,0.164584558,0.167552328,1.759290533
3.144,-0.039078163,0.160549498,0.165236933,1.809556085
3.148,-0.04632098,0.155778925,0.162519865,1.859820848
3.152,-0.053054659,0.150322104,0.159409949,1.910087753
3.156,-0.059213794,0.144235597,0.155917224,1.960351674
3.16,-0.064740985,0.13758199,0.152053277,2.010618199
3.164,-0.069583561,0.130428216,0.147828927,2.060884044
3.168,-0.073697372,0.122847528,0.143257872,2.111149121
3.172,-0.077044926,0.114915258,0.138352582,2.161413538
3.176,-0.079597703,0.106710991,0.133127871,2.21168016
3.18,-0.081334061,0.098316707,0.127598607,2.261943134
3.184,-0.082241839,0.089814477,0.121779967,2.312210326
3.188,-0.082316829,0.081288504,0.115688726,2.362479809
3.192,-0.081562128,0.072822719,0.109341343,2.412742085
3.196,-0.079990951,0.064498578,0.10275514,2.46300784
3.2,-0.07762313,0.056396921,0.09594771,2.513270614
3.204,-0.0744877,0.048595138,0.088937646,2.563538114
3.208,-0.070620032,0.041168159,0.081743539,2.613802028
3.212,-0.066063205,0.034185266,0.074384,2.664072424
3.216,-0.060866981,0.027713184,0.06687907,2.714333901
3.22,-0.055087146,0.021810591,0.059247747,2.764600802
3.224,-0.048784858,0.016531845,0.051509846,2.814865199
3.228,-0.042026626,0.011923187,0.043685234,2.865151107
3.232,-0.034882771,0.008027986,0.035794641,2.915389544
3.236,-0.027427202,0.004875611,0.02785719,2.965664917
3.24,-0.019736661,0.002493421,0.01989354,3.015923893
3.244,-0.011889367,8.99E-04,0.011923274,3.066159505
3.248,-0.00396579,9.96E-05,0.003967041,3.116474306
3.252,0.003954643,9.92E-05,0.003955886,0.025068994
3.256,0.011792316,8.91E-04,0.011825934,0.075420414
3.26,0.019468642,0.002459514,0.019623384,0.125666377
3.264,0.026907565,0.004783146,0.02732939,0.175924463
3.268,0.034035456,0.007832379,0.03492504,0.22618625
3.272,0.040782926,0.011570494,0.042392492,0.276444975
3.276,0.047082675,0.015954669,0.049712471,0.326720729
3.28,0.052875291,0.020934619,0.05686875,0.376988007
3.284,0.058104726,0.026455108,0.063843809,0.427253033
3.288,0.062721212,0.032456031,0.070621133,0.47752178
3.292,0.06668192,0.038872035,0.077184931,0.527786262
3.296,0.069950378,0.045634581,0.08351988,0.578050058
3.3,0.072497006,0.05267198,0.089611123,0.628316927
3.304,0.074300658,0.059910016,0.095445261,0.678582
3.308,0.075346728,0.067272532,0.101008529,0.728844891
3.312,0.075628321,0.074683657,0.106288718,0.779113558
3.316,0.075146968,0.082065947,0.111273926,0.829380027
3.32,0.07391145,0.089343302,0.115953128,0.879644331
3.324,0.071938029,0.096441383,0.120316334,0.929908388
3.328,0.06924999,0.103288083,0.124354289,0.980175761
3.332,0.065878596,0.109813571,0.128058619,1.030440755
3.336,0.061860738,0.115951644,0.131421211,1.080705656
3.34,0.057240331,0.121641247,0.134436039,1.130971304
3.344,0.052066737,0.126825271,0.137097026,1.181237634
3.348,0.046395049,0.131452475,0.139399619,1.231503325
3.352,0.040284725,0.135476724,0.141339315,1.281767602
3.356,0.033799085,0.138859264,0.142913517,1.33203398
3.36,0.027005564,0.141566977,0.144119775,1.382299276
3.364,0.019973836,0.143574768,0.14495747,1.432565528
3.368,0.012775923,0.144863728,0.145426008,1.482831222
3.372,0.005486619,0.145421977,0.145525442,1.533085261
3.376,-0.001825095,0.145246823,0.145258289,1.583361135
3.38,-0.009080731,0.144341172,0.144626532,1.633625106
3.384,-0.016209712,0.142716056,0.143633657,1.683891821
3.388,-0.023140444,0.140389192,0.142283539,1.734158094
3.392,-0.029804249,0.137386917,0.140582568,1.784422772
3.396,-0.036135424,0.133739362,0.138535143,1.834687935
3.4,-0.042072045,0.129485187,0.136148708,1.884953898
3.404,-0.047556357,0.124668744,0.133431266,1.935220023
3.408,-0.052535068,0.119338886,0.130390579,1.985485422
3.412,-0.056960671,0.113550246,0.127036122,2.035750329
3.416,-0.060791481,0.107361572,0.123377921,2.086015718
3.42,-0.063991129,0.100835104,0.119426055,2.136277531
3.424,-0.066531853,0.094036673,0.115192809,2.186544559
3.428,-0.068389917,0.087033824,0.110689057,2.236809596
3.432,-0.069550888,0.079896306,0.105928021,2.287080178
3.436,-0.070005197,0.072695544,0.100922592,2.337343656
3.44,-0.069752431,0.065502174,0.095686658,2.387608273
3.444,-0.068798309,0.058386327,0.090233976,2.43787743
3.448,-0.067155384,0.051418457,0.084579568,2.488141756
3.452,-0.064844092,0.044666934,0.078739389,2.538398784
3.456,-0.061889734,0.038193954,0.072726318,2.588673365
3.46,-0.058326075,0.032065081,0.066559,2.638937175
3.464,-0.054191067,0.026337198,0.060252135,2.689202581
3.468,-0.049529645,0.021064895,0.053823002,2.739469011
3.472,-0.044390391,0.016297461,0.047287568,2.789731221
3.476,-0.038827512,0.01207878,0.040662914,2.83999451
3.48,-0.03289923,0.008446812,0.033966277,2.890273073
3.484,-0.026666001,0.00543518,0.027214276,2.940522578
3.488,-0.020191922,0.00307143,0.020424186,2.990637977
3.492,-0.013545622,0.001366622,0.013614386,3.041042613
3.496,-0.006791383,3.42E-04,0.006800011,3.091210001
3.5,-1.42E-07,-5.63E-08,1.53E-07,-2.764707458
3.504,0.006761112,3.40E-04,0.006769649,0.050224408
3.508,0.013423976,0.001354283,0.013492117,0.100545204
3.512,0.019921788,0.003027222,0.020150476,0.150801693
3.516,0.026189961,0.005337821,0.026728382,0.201057982
3.52,0.032166608,0.008258813,0.033209918,0.251322503
3.524,0.037792262,0.011756579,0.039578683,0.301594586
3.528,0.043012759,0.015791517,0.045819968,0.351858134
3.532,0.047776899,0.020319414,0.051918308,0.402122923
3.536,0.052038691,0.025290945,0.057858943,0.452387206
3.54,0.055757318,0.030652668,0.063627545,0.502652381
3.544,0.058897487,0.036350197,0.069211638,0.552954283
3.548,0.061432082,0.042315899,0.074595817,0.603185923
3.552,0.063336096,0.048493895,0.07976916,0.65344821
3.556,0.064593825,0.054817871,0.084719309,0.70371269
3.56,0.065195062,0.061222242,0.089434664,0.753982272
3.564,0.065136801,0.067639502,0.093903701,0.804244934
3.568,0.064422498,0.074004953,0.098117232,0.854511565
3.572,0.063062398,0.080252803,0.10206556,0.904776058
3.576,0.061072551,0.086319466,0.105739806,0.955042719
3.58,0.058476119,0.092143299,0.109132232,1.005308079
3.584,0.055301414,0.09766493,0.112234955,1.055573253
3.588,0.051583091,0.102828996,0.115041808,1.105837938
3.592,0.047360633,0.107583729,0.117546962,1.156104183
3.596,0.042678875,0.111881491,0.119745374,1.206369774
3.6,0.037586634,0.115679781,0.121632918,1.256637104
3.604,0.032137396,0.118940704,0.123205939,1.30690109
3.608,0.026387034,0.121632532,0.124461835,1.357166056
3.612,0.020394802,0.123729219,0.125398834,1.407431157
3.616,0.014221838,0.125210937,0.126016029,1.457697995
3.62,0.007931404,0.126064091,0.126313349,1.507963497
3.624,0.001588355,0.126280249,0.126290238,1.558218978
3.628,-0.004746892,0.12586108,0.125950564,1.608493789
3.632,-0.011007455,0.124809821,0.125294276,1.65876255
3.636,-0.017130466,0.123138726,0.12432457,1.709024348
3.64,-0.02305636,0.120866318,0.123045774,1.759290906
3.644,-0.028725625,0.118016601,0.121462256,1.809556719
3.648,-0.034082103,0.114618962,0.119578828,1.859821399
3.652,-0.039073531,0.110709269,0.117402228,1.910086301
3.656,-0.043651071,0.106326655,0.114938129,1.960353553
3.66,-0.04776999,0.101516316,0.112194182,2.010619605
3.664,-0.051391246,0.096328832,0.109180145,2.0608819
3.668,-0.054479668,0.09081338,0.105901389,2.111148137
3.672,-0.057006945,0.085027757,0.102369484,2.161414281
3.676,-0.058949394,0.079029962,0.098593945,2.211675951
3.68,-0.060290472,0.072878913,0.094584761,2.261945009
3.684,-0.06101809,0.066637231,0.09035335,2.312204821
3.688,-0.061128599,0.060365531,0.085911018,2.36247511
3.692,-0.06062242,0.054126823,0.081269864,2.412741028
3.696,-0.05950731,0.04798233,0.076442291,2.463005885
3.7,-0.057796924,0.041992,0.071440972,2.51327325
3.704,-0.055510964,0.036214792,0.066279546,2.563539197
3.708,-0.052674198,0.030706731,0.060971095,2.613799899
3.712,-0.049318293,0.025520575,0.055530116,2.664069522
3.716,-0.045478369,0.020706386,0.049970356,2.714338445
3.72,-0.041194941,0.016310146,0.044306252,2.764603305
3.724,-0.036513016,0.012373144,0.038552497,2.814867935
3.728,-0.031481218,0.008931972,0.032723802,2.8651342
3.732,-0.026152032,0.00601857,0.026835647,2.91539342
3.736,-0.020579798,0.003658473,0.020902452,2.96566045
3.74,-0.014821445,0.001872597,0.014939272,3.015914807
3.744,-0.008936024,6.75E-04,0.008961467,3.066220595
3.748,-0.002983178,7.47E-05,0.002984112,3.116568387
3.752,0.002977148,7.47E-05,0.002978084,0.025071999
3.756,0.008882376,6.71E-04,0.008907711,0.075438293
3.76,0.014680053,0.001854366,0.01479671,0.125653229
3.764,0.020305499,0.003609646,0.020623841,0.175929099
3.768,0.025704884,0.005915773,0.026376835,0.226203229
