frequency,real,img,mag,phase
0.364,-0.004089116,-0.029389702,0.029672807,-1.709043107
0.368,-0.002653251,-0.030076802,0.030193605,-1.65878442
0.372,-0.00115581,-0.030620215,0.030642021,-1.608525063
0.376,3.89E-04,-0.03101257,0.031015005,-1.558266532
0.38,0.001964726,-0.031248528,0.031310233,-1.508004784
0.384,0.00355706,-0.031324914,0.031526226,-1.457726942
0.388,0.005146567,-0.031235443,0.031656596,-1.407496646
0.392,0.006720619,-0.030984081,0.031704574,-1.357199525
0.396,0.008258629,-0.030568668,0.031664625,-1.30692934
0.4,0.00974455,-0.029993016,0.031536285,-1.256660315
0.404,0.011161594,-0.029261177,0.031317689,-1.206385346
0.408,0.012492999,-0.028379393,0.031007498,-1.156110376
0.412,0.013723141,-0.027356427,0.030605534,-1.105835731
0.416,0.014836534,-0.02620163,0.030110599,-1.055566766
0.42,0.01581939,-0.024926411,0.029522518,-1.005292242
0.424,0.016658492,-0.023543584,0.028841042,-0.955014721
0.428,0.017341553,-0.022067732,0.028066248,-0.904753653
0.432,0.017858458,-0.020514221,0.027198489,-0.854497708
0.436,0.01819908,-0.018893758,0.026233196,-0.804124046
0.44,0.018361187,-0.017242214,0.025187837,-0.75397967
0.444,0.018334706,-0.015559799,0.02404722,-0.703711397
0.448,0.018117381,-0.013871754,0.022818086,-0.653448389
0.452,0.017707968,-0.0121983,0.021502806,-0.603209838
0.456,0.01710691,-0.010557573,0.020102456,-0.552936272
0.46,0.016316999,-0.008970562,0.018620297,-0.502664968
0.464,0.015342691,-0.007456985,0.017058863,-0.452408048
0.468,0.014188841,-0.006035924,0.015419325,-0.402208903
0.472,0.012869037,-0.004724927,0.013709014,-0.351874899
0.476,0.011389255,-0.003543217,0.011927678,-0.301610549
0.48,0.009763562,-0.002507092,0.01008031,-0.251350008
0.484,0.008006125,-0.001631856,0.00817074,-0.201071615
0.488,0.006133012,-9.32E-04,0.006203432,-0.150820101
0.492,0.004161464,-4.20E-04,0.004182589,-0.100548607
0.496,0.002110643,-1.06E-04,0.002113303,-0.05017937
0.5,1.11E-07,1.56E-08,1.12E-07,0.140140173
0.504,-0.002148933,-1.08E-04,0.00215166,-3.091239913
0.508,-0.004314894,-4.35E-04,0.004336792,-3.041059939
0.512,-0.006475483,-9.84E-04,0.00654982,-2.990788151
0.516,-0.008607978,-0.001754451,0.008784952,-2.940529711
0.52,-0.010689917,-0.002744794,0.011036676,-2.890257388
0.524,-0.012698421,-0.003950251,0.01329866,-2.840000063
0.528,-0.014611504,-0.005364421,0.015565124,-2.789733504
0.532,-0.016407846,-0.00697822,0.017830114,-2.739469853
0.536,-0.018066182,-0.008780428,0.020086882,-2.689195839
0.54,-0.019567288,-0.010757228,0.022329279,-2.63893703
0.544,-0.020892698,-0.012893732,0.024551031,-2.588665022
0.548,-0.022025702,-0.015172032,0.026745507,-2.538400655
0.552,-0.022951149,-0.017573187,0.028906265,-2.488132979
0.556,-0.023656189,-0.020076137,0.031026869,-2.437875182
0.56,-0.024129361,-0.022659155,0.033100806,-2.387606528
0.564,-0.02436194,-0.025298717,0.035121634,-2.33733315
0.568,-0.024348053,-0.027970172,0.037083126,-2.287072337
0.572,-0.024083386,-0.030648832,0.038978974,-2.236809155
0.576,-0.023566375,-0.033308698,0.040802493,-2.186547553
0.58,-0.022798408,-0.035924747,0.042548265,-2.136280423
0.584,-0.021783385,-0.038470549,0.044209716,-2.086018811
0.588,-0.020527723,-0.040921176,0.045781329,-2.035755551
0.592,-0.019040344,-0.043251516,0.047257045,-1.985490639
0.596,-0.017333143,-0.045438261,0.04863202,-1.935223562
0.6,-0.015420177,-0.047458231,0.049900557,-1.884956789
0.604,-0.013318017,-0.049288798,0.051056392,-1.834698037
0.608,-0.011045168,-0.050913618,0.052097911,-1.784425423
0.612,-0.008622196,-0.052311341,0.053017155,-1.734152184
0.616,-0.006072375,-0.053467444,0.053811163,-1.683883223
0.62,-0.003419832,-0.054368294,0.054475744,-1.633614789
0.624,-6.90E-04,-0.055002961,0.055007292,-1.583345172
0.628,0.002089007,-0.055362185,0.055401583,-1.533080758
0.632,0.004890051,-0.055441288,0.055656527,-1.482821665
0.636,0.007685184,-0.055236478,0.055768545,-1.432551413
0.64,0.010444591,-0.054748328,0.055735706,-1.382286864
0.644,0.013139403,-0.053979157,0.055555317,-1.332023676
0.648,0.015740572,-0.052935063,0.055225778,-1.281766752
0.652,0.018220849,-0.051625022,0.054746162,-1.23149935
0.656,0.020551573,-0.050060636,0.054115011,-1.18124237
0.66,0.022707273,-0.048256255,0.053331851,-1.130980089
0.664,0.024662462,-0.046229239,0.05239637,-1.080723345
0.668,0.026395342,-0.043999654,0.051309684,-1.030451199
0.672,0.02788218,-0.041589309,0.050070816,-0.980201824
0.676,0.02910631,-0.039023153,0.048682479,-0.929941827
0.68,0.030050294,-0.036326638,0.047144934,-0.879673961
0.684,0.03070026,-0.033529296,0.045461189,-0.829415418
0.688,0.031045299,-0.030659832,0.043632968,-0.779151316
0.692,0.03107734,-0.027749385,0.041663286,-0.728886238
0.696,0.030791304,-0.024829455,0.039555103,-0.67861837
0.7,0.030185606,-0.021932804,0.037312447,-0.628354889
0.704,0.02926185,-0.01909118,0.034938933,-0.578078486
0.708,0.028024511,-0.016337632,0.032439042,-0.527808193
0.712,0.026482056,-0.013703981,0.029817753,-0.477535008
0.716,0.024645878,-0.011221708,0.027080363,-0.427267432
0.72,0.022530285,-0.008920455,0.024231968,-0.376994337
0.724,0.0201533,-0.006829382,0.021279003,-0.326726756
0.728,0.017535577,-0.004975171,0.018227693,-0.276453732
0.732,0.014700552,-0.00338331,0.015084861,-0.226209434
0.736,0.011673706,-0.002075236,0.011856729,-0.175932202
0.74,0.008483779,-0.001071404,0.008551164,-0.125623538
0.744,0.005161729,-3.90E-04,0.005176427,-0.075377208
0.748,0.001738711,-4.36E-05,0.001739258,-0.025084021
0.752,-0.00175079,-4.41E-05,0.001751347,-3.11638081
0.756,-0.005272023,-3.99E-04,0.005287068,-3.066134859
0.76,-0.008789336,-0.001110688,0.008859236,-3.015891239
0.764,-0.012266204,-0.002181806,0.012458734,-2.965562343
0.768,-0.015667501,-0.003605684,0.01607705,-2.915393417
0.772,-0.018956221,-0.005378442,0.019704465,-2.865128822
0.776,-0.022097166,-0.007488142,0.02333146,-2.814864352
0.78,-0.025056459,-0.009920544,0.026948902,-2.764601886
0.784,-0.02780043,-0.012657659,0.030546362,-2.714336339
0.788,-0.030298791,-0.015678293,0.034114888,-2.664077917
0.792,-0.032521907,-0.018958537,0.037644396,-2.613806761
0.796,-0.0344435,-0.022471015,0.041125433,-2.56353057
0.8,-0.036039681,-0.026184072,0.044547326,-2.51327938
0.804,-0.03728933,-0.030066704,0.047900948,-2.463016871
0.808,-0.038174914,-0.03408386,0.051176494,-2.412750821
0.812,-0.038682542,-0.038198871,0.054364445,-2.362485537
0.816,-0.038801084,-0.042373367,0.057454558,-2.312215385
0.82,-0.038524849,-0.046568344,0.060438189,-2.261948812
0.824,-0.037850997,-0.050743892,0.063305928,-2.211682555
0.828,-0.036781069,-0.054859316,0.066048403,-2.161421646
0.832,-0.035320104,-0.058875156,0.068657074,-2.111153516
0.836,-0.033477781,-0.062751054,0.071122827,-2.060884562
0.84,-0.031268324,-0.066448191,0.073437525,-2.010621502
0.844,-0.028709026,-0.069929631,0.075593396,-1.960357164
0.848,-0.025820957,-0.073159222,0.077582173,-1.910089604
0.852,-0.022629761,-0.076103273,0.079396563,-1.85982563
0.856,-0.019163657,-0.078730767,0.081029498,-1.809560697
0.86,-0.015454436,-0.081013062,0.082473971,-1.759296263
0.864,-0.01153665,-0.082925587,0.083724234,-1.709029585
0.868,-0.007447883,-0.084446405,0.084774208,-1.658765268
0.872,-0.003225631,-0.08554839,0.08560918,-1.608483813
0.876,0.001083454,-0.08624434,0.086251145,-1.558234382
0.88,0.005441633,-0.086497976,0.086668975,-1.507968597
0.884,0.009803332,-0.086312795,0.086867738,-1.457701856
0.888,0.014123743,-0.085687687,0.086843882,-1.407437003
0.892,0.01835834,-0.084626056,0.086594446,-1.357171546
0.896,0.02246277,-0.083135966,0.086117158,-1.306904463
0.9,0.026392836,-0.081229699,0.08540987,-1.256640331
0.904,0.030106344,-0.078924484,0.084471688,-1.20637626
0.908,0.033562718,-0.076241346,0.083301854,-1.156107861
0.912,0.036722719,-0.073206351,0.08190072,-1.105843202
0.916,0.039549796,-0.069847585,0.0802675,-1.055577941
0.92,0.042011301,-0.066199591,0.078404944,-1.005312197
0.924,0.04407675,-0.062298229,0.076314017,-0.95504647
0.928,0.045719685,-0.058183245,0.07399716,-0.904781626
0.932,0.04691796,-0.053897131,0.07145765,-0.854515336
0.936,0.047652579,-0.049485263,0.068699051,-0.804262764
0.94,0.047910992,-0.044991639,0.065724507,-0.753984706
0.944,0.047683422,-0.040467569,0.06254065,-0.70372238
0.948,0.046965866,-0.035960527,0.05915194,-0.653457027
0.952,0.045758928,-0.031520262,0.055564434,-0.603191984
0.956,0.044068984,-0.027196399,0.051785321,-0.552921722
0.96,0.041906023,-0.023038346,0.047821336,-0.502660604
0.964,0.039286385,-0.019093107,0.043680279,-0.452383451
0.968,0.036230334,-0.01540875,0.039370886,-0.402124476
0.972,0.032763185,-0.012028656,0.034901502,-0.351861448
0.976,0.028915244,-0.008995213,0.030282094,-0.301598842
0.98,0.024720392,-0.006347375,0.025522283,-0.251337182
0.984,0.020216997,-0.004120718,0.020632675,-0.201070164
0.988,0.015446688,-0.00234717,0.015624,-0.150799394
0.992,0.010454785,-0.001054612,0.010507842,-0.10053355
0.996,0.005289056,-2.66E-04,0.005295743,-0.050256328
1,1.10E-07,1.46E-08,1.11E-07,0.13149005
1.004,-0.005359846,-2.70E-04,0.005366632,-3.09129888
1.008,-0.010737091,-0.001083257,0.010791597,-3.041043594
1.012,-0.016076932,-0.002443052,0.016261496,-2.990786276
1.016,-0.02132467,-0.004345612,0.021762947,-2.940561958
1.02,-0.026424802,-0.006784796,0.027281928,-2.89026312
1.024,-0.03132387,-0.009744288,0.032804511,-2.840000265
1.028,-0.035969211,-0.013205791,0.038316799,-2.789729341
1.032,-0.040310198,-0.017143437,0.043804218,-2.739478226
1.036,-0.044298199,-0.021528784,0.049252603,-2.689210203
1.04,-0.047887309,-0.026326287,0.054646754,-2.638937579
1.044,-0.051035967,-0.031495644,0.059972039,-2.588675277
1.048,-0.053706865,-0.036994391,0.065215123,-2.538409158
1.052,-0.055865502,-0.042774086,0.070360335,-2.488143049
1.056,-0.057482914,-0.048783312,0.07539295,-2.437878431
1.06,-0.058535581,-0.05496828,0.080298979,-2.387613045
1.064,-0.059005017,-0.061272199,0.085063943,-2.33734708
1.068,-0.058878388,-0.067636452,0.089673599,-2.287079167
1.072,-0.058149736,-0.074001164,0.094114633,-2.236815393
1.076,-0.056817641,-0.080305511,0.09837286,-2.186550513
1.08,-0.054887294,-0.086488249,0.102434526,-2.136284506
1.084,-0.052370692,-0.092489323,0.106287178,-2.086018526
1.088,-0.049285377,-0.098248726,0.109917517,-2.035754152
1.092,-0.04565499,-0.103709503,0.113313896,-1.985487442
1.096,-0.041509327,-0.108815463,0.116463854,-1.935223155
1.1,-0.036883375,-0.113514424,0.119356222,-1.884958003
1.104,-0.031817716,-0.11775719,0.12198001,-1.834692372
1.108,-0.026358106,-0.121498867,0.124325076,-1.784427144
1.112,-0.020554619,-0.12469797,0.126380679,-1.734162541
1.116,-0.014461623,-0.12732032,0.128138997,-1.683896167
1.12,-0.008137428,-0.129334803,0.129590544,-1.633631043
1.124,-0.001642996,-0.130717307,0.130727632,-1.583364741
1.128,0.004957529,-0.131449347,0.131542799,-1.533099823
1.132,0.011598792,-0.131519477,0.132029939,-1.482833225
1.136,0.018213206,-0.130922297,0.132183087,-1.432568847
1.14,0.024733556,-0.129659384,0.131997366,-1.382302961
1.144,0.031091839,-0.127739111,0.131468563,-1.332037978
1.148,0.03722122,-0.125176236,0.130592914,-1.281772009
1.152,0.043055955,-0.121992932,0.129368043,-1.23150644
1.156,0.048532743,-0.118218453,0.127792917,-1.181241678
1.16,0.053590744,-0.113886945,0.125865818,-1.130976121
1.164,0.058172558,-0.109039765,0.12358688,-1.08071037
1.168,0.062225071,-0.103724411,0.120957484,-1.030444712
1.172,0.065699315,-0.097992921,0.117978865,-0.980179341
1.176,0.068552176,-0.091903145,0.114654214,-0.929913062
1.18,0.070745398,-0.085517035,0.110986822,-0.879649045
1.184,0.072248008,-0.078900442,0.106981561,-0.829382365
1.188,0.07303422,-0.072122676,0.10264345,-0.779118529
1.192,0.073086608,-0.065255417,0.097979191,-0.728851046
1.196,0.072393735,-0.058373166,0.092996125,-0.678588177
1.2,0.070952598,-0.05155042,0.087702434,-0.62832167
1.204,0.068766205,-0.044863353,0.082106708,-0.578063412
1.208,0.065847576,-0.038386026,0.076219356,-0.527790455
1.212,0.062214404,-0.032194349,0.070050754,-0.477529047
1.216,0.057894566,-0.026360169,0.0636132,-0.427263728
1.22,0.052921132,-0.02095575,0.056919151,-0.37703672
1.224,0.04733664,-0.016040824,0.049980652,-0.326722543
1.228,0.041188139,-0.011686119,0.042813878,-0.276459871
1.232,0.034530053,-0.007946312,0.03543259,-0.226189412
1.236,0.027422603,-0.004874822,0.027852523,-0.175928743
1.24,0.019931769,-0.002517951,0.020090183,-0.125662846
1.244,0.012128061,-9.16E-04,0.012162613,-0.075394737
1.248,0.00408619,-1.03E-04,0.004087484,-0.02516239
1.252,-0.004116297,-1.04E-04,0.00411762,-3.116237907
1.256,-0.012396059,-9.37E-04,0.012431387,-3.06618514
1.26,-0.02067272,-0.002611693,0.020837041,-3.015923177
1.264,-0.028860307,-0.005130728,0.029312825,-2.965652803
1.268,-0.036875729,-0.008486355,0.03783963,-2.915397097
1.272,-0.044633865,-0.012663786,0.046395618,-2.865132225
1.276,-0.052052429,-0.01763881,0.054959831,-2.8148708
1.28,-0.059050892,-0.023379898,0.063510846,-2.764601603
1.284,-0.065551866,-0.029846377,0.072026755,-2.714332261
1.288,-0.071481684,-0.036988962,0.08048487,-2.664074261
1.292,-0.076771482,-0.044753523,0.088863594,-2.613808268
1.296,-0.081358114,-0.053076953,0.097140649,-2.563541425
1.3,-0.085184049,-0.061889411,0.105293026,-2.513277372
1.304,-0.088198826,-0.071116262,0.113298525,-2.463011395
1.308,-0.090357407,-0.080671439,0.121129444,-2.412767595
1.312,-0.091630756,-0.090485929,0.128778487,-2.362480637
1.316,-0.091985636,-0.100454951,0.136207762,-2.312212849
1.32,-0.091408503,-0.110493341,0.143402555,-2.261949194
1.324,-0.089888198,-0.120505998,0.150338231,-2.211683061
1.328,-0.087426836,-0.130398879,0.156994647,-2.161418394
1.332,-0.084034082,-0.140077043,0.163350252,-2.111152078
1.336,-0.079730256,-0.149446356,0.169384554,-2.060886658
1.34,-0.074544574,-0.15841449,0.175077252,-2.010621225
1.344,-0.06851569,-0.16689173,0.180408563,-1.960355549
1.348,-0.061691619,-0.174791952,0.185359333,-1.910090678
1.352,-0.05412863,-0.182033563,0.189910839,-1.859824953
1.356,-0.045891821,-0.188541486,0.194046261,-1.809557768
1.36,-0.037054392,-0.194243771,0.19774648,-1.759293929
1.364,-0.027695813,-0.199079457,0.200996737,-1.709028483
1.368,-0.017902982,-0.202989993,0.203777953,-1.658765085
1.372,-0.007767691,-0.205939487,0.206085927,-1.608496773
1.376,0.002611988,-0.207880061,0.20789647,-1.558232107
1.38,0.01313534,-0.208787734,0.209200514,-1.507966718
1.384,0.023697802,-0.208645164,0.209986643,-1.457701536
1.388,0.034193051,-0.207444952,0.210244079,-1.40743568
1.392,0.044513355,-0.205191269,0.209964034,-1.357170529
1.396,0.054551132,-0.201896799,0.209136662,-1.306904477
1.4,0.064199688,-0.197587917,0.20775607,-1.256639434
1.404,0.073355103,-0.192301091,0.205817106,-1.206374481
1.408,0.081916243,-0.186082005,0.203314493,-1.156108651
1.412,0.089785609,-0.178987006,0.200244361,-1.105843974
1.416,0.09687222,-0.171082732,0.196605005,-1.055577712
1.42,0.103090386,-0.162445366,0.19239575,-1.005312184
1.424,0.108362733,-0.153160344,0.187618157,-0.955046731
1.428,0.112619234,-0.143319819,0.182273592,-0.904780476
1.432,0.115798918,-0.13302433,0.176365705,-0.854515393
1.436,0.117851021,-0.122381106,0.169899966,-0.804253045
1.44,0.118734686,-0.111499821,0.162880741,-0.753984606
1.444,0.118420831,-0.100499701,0.155318006,-0.703718942
1.448,0.116890865,-0.089499825,0.14721988,-0.653454689
1.452,0.114139386,-0.078622394,0.138597548,-0.603188494
1.456,0.110171553,-0.067990641,0.129462343,-0.552923058
1.46,0.105006077,-0.057727962,0.119828185,-0.502657618
1.464,0.098673531,-0.04795618,0.109709895,-0.452391929
1.468,0.091216835,-0.03879484,0.099123916,-0.402127693
1.472,0.082690742,-0.03035892,0.088087586,-0.351860278
1.476,0.073162134,-0.022759673,0.076620497,-0.301595623
1.48,0.062708392,-0.016100746,0.064742386,-0.251326932
1.484,0.05141855,-0.010480089,0.052475704,-0.201065178
1.488,0.039391051,-0.005985454,0.0398432,-0.150796091
1.492,0.026733539,-0.002696074,0.026869144,-0.100510059
1.496,0.013562128,-6.82E-04,0.013579286,-0.050275242
1.5,2.54E-07,1.02E-08,2.55E-07,0.039983369
1.504,-0.013822322,-6.95E-04,0.013839809,-3.091318614
1.508,-0.027770998,-0.002801391,0.027911936,-3.041058025
1.512,-0.041707287,-0.006337461,0.042186031,-2.990795249
1.516,-0.055489908,-0.011309762,0.056630739,-2.940530029
1.52,-0.068976933,-0.017710108,0.071214221,-2.89026739
1.524,-0.082026218,-0.025515736,0.085903162,-2.840012868
1.528,-0.094495005,-0.034693817,0.100662639,-2.7897221
1.532,-0.106249936,-0.045188053,0.115459989,-2.739468285
1.536,-0.117155416,-0.056937809,0.130258611,-2.689205733
1.54,-0.12708395,-0.069864694,0.145022088,-2.638939632
1.544,-0.135915331,-0.083876867,0.159713199,-2.588675684
1.548,-0.143539016,-0.098871531,0.174295808,-2.538414313
1.552,-0.149851064,-0.114735153,0.188731282,-2.488143462
1.556,-0.154762076,-0.131340003,0.202981517,-2.437878472
1.56,-0.158191961,-0.148551744,0.217007644,-2.387611745
1.564,-0.160075276,-0.166225974,0.230770814,-2.337346971
1.568,-0.160359799,-0.184212299,0.244232341,-2.287081204
1.572,-0.15900832,-0.202353217,0.257352813,-2.236815998
1.576,-0.155998699,-0.22048709,0.270092857,-2.186550473
1.58,-0.151324991,-0.238449545,0.282413594,-2.136283925
1.584,-0.144998085,-0.256073801,0.294275782,-2.086018931
1.588,-0.137044596,-0.273193983,0.305640595,-2.035753808
1.592,-0.127508098,-0.289645906,0.316469692,-1.985488016
1.596,-0.116449016,-0.305267815,0.326724367,-1.935222942
1.6,-0.103943822,-0.319904022,0.336367212,-1.884957584
1.604,-0.090085093,-0.333404955,0.345360953,-1.834691976
1.608,-0.074980889,-0.345629373,0.35366905,-1.784426177
1.612,-0.058754166,-0.356445703,0.361255576,-1.73416078
1.616,-0.041541437,-0.365733658,0.368085316,-1.683895465
1.62,-0.023492038,-0.373385307,0.374123593,-1.633629848
1.624,-0.004767475,-0.379307589,0.379337549,-1.583364555
1.628,0.014460824,-0.383421425,0.383694024,-1.533098972
1.632,0.034012079,-0.3856664,0.387163265,-1.482833488
1.636,0.05369829,-0.385996213,0.389713462,-1.432567393
1.64,0.073324801,-0.38438572,0.391316889,-1.382302517
1.644,0.092693936,-0.380826653,0.391945284,-1.332037203
1.648,0.11160479,-0.375330652,0.391572123,-1.281771954
1.652,0.129856656,-0.36792996,0.390173303,-1.231506074
1.656,0.147249551,-0.358675766,0.387725077,-1.181239752
1.66,0.163586344,-0.347640076,0.384205823,-1.130974907
1.664,0.178676331,-0.334914305,0.379595605,-1.080710301
1.668,0.192335553,-0.320608199,0.373875089,-1.030444179
1.672,0.204388755,-0.304852837,0.36702863,-0.980178678
1.676,0.214671825,-0.287795582,0.359040791,-0.929912999
1.68,0.223033117,-0.269601745,0.349898374,-0.879647799
1.684,0.229336067,-0.250452757,0.339590364,-0.829382245
1.688,0.233460004,-0.23054537,0.328107819,-0.779116779
1.692,0.235301239,-0.210089077,0.315442694,-0.728851618
1.696,0.234775976,-0.189305968,0.301589968,-0.678586359
1.7,0.231820763,-0.168428281,0.286546596,-0.628320333
1.704,0.226392759,-0.147697,0.27031109,-0.578055472
1.708,0.218472528,-0.127358982,0.252884471,-0.527789832
1.712,0.208062652,-0.107665686,0.234269006,-0.477523858
1.716,0.195190937,-0.088872039,0.21447084,-0.427259472
1.72,0.179908447,-0.071231231,0.193496608,-0.376993222
1.724,0.162291271,-0.054996036,0.171356414,-0.326727425
1.728,0.142437393,-0.040413395,0.148059628,-0.27646179
1.732,0.120472892,-0.02772501,0.12362198,-0.226196449
1.736,0.09654546,-0.01716292,0.098059123,-0.175932426
1.74,0.070824729,-0.008947656,0.071387694,-0.125669425
1.744,0.043512627,-0.00328086,0.04363614,-0.075257784
1.748,0.0148001,-3.72E-04,0.014804772,-0.025123201
1.752,-0.015055993,-3.78E-04,0.015060749,-3.11646006
1.756,-0.045809708,-0.003460519,0.045940228,-3.066194688
1.76,-0.07719482,-0.009751941,0.077808358,-3.01592937
1.764,-0.10892415,-0.019362977,0.1106318,-2.965664741
1.768,-0.140701136,-0.032379903,0.144378904,-2.915398432
1.772,-0.172218926,-0.048861298,0.179016159,-2.86514126
1.776,-0.20315869,-0.068844188,0.214506353,-2.814868276
1.78,-0.233199587,-0.092329904,0.250812397,-2.76460281
1.784,-0.262014481,-0.119296068,0.287894321,-2.714337229
1.788,-0.289275841,-0.149689519,0.325710706,-2.664072514
1.792,-0.314656628,-0.183428102,0.364217878,-2.613806586
1.796,-0.337835572,-0.220399303,0.403371698,-2.563541713
1.8,-0.358496618,-0.260462198,0.443125695,-2.513275658
1.804,-0.3763345,-0.303445337,0.483432237,-2.463011039
1.808,-0.391054211,-0.349150388,0.524241728,-2.412745267
1.812,-0.402377311,-0.397350152,0.565503885,-2.362480497
1.816,-0.410041307,-0.447793649,0.607168037,-2.312214005
1.82,-0.413803786,-0.50020117,0.649180086,-2.261948362
